folder_name,mean_cpp_neutral_all,std_cpp_neutral_all,sem_cpp_neutral_all,std_per_frame_cpp_neutral_all,std_per_molecule_cpp_neutral_all
result_LM_1,1.6664590357179307,1.002107453768474,0.014171939520745452,0.14299986983672286,0.23783935025845276
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
