"IL_SMILES","Experiment_value","IL_to_nucleicacid_massratio","IL_molratio","HL_molratio","CHL_molratio","PEG_molratio","Dose_ug_nucleicacid","HL_name","CHL_name","PEG_name","Aqueous_buffer","Dialysis_buffer","Mixing_method","Model_type","Model_target","Route_of_administration","Cargo","Cargo_type","Experiment_batching","LNP_ID","Experiment_ID","IL_name","IL_head_name"
"CCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC",-0.16208818,15.05944761,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009069","ZC_2023","3A2-SCC-4","3A2"
"CCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC",-0.16208818,16.26981936,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009070","ZC_2023","3A2-SCC-8","3A2"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.850962943,16.83199415,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009071","ZC_2023","3A2-SCC-10","3A2"
"CCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC",0.850962943,17.36814919,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009072","ZC_2023","3A2-SCC-12","3A2"
"CCCCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC",0.850962943,17.88005007,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009073","ZC_2023","3A2-SCC-14","3A2"
"CCCCC(CC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC",0.850962943,16.26981936,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009074","ZC_2023","3A2-SCC-EH","3A2"
"CCCCCC(CCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC",0.850962943,16.83199415,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009075","ZC_2023","3A2-SCC-PH","3A2"
"CCCCCCC(CCCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC",-0.16208818,17.36814919,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009076","ZC_2023","3A2-SCC-BO","3A2"
"CCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC",-0.16208818,17.896029,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009077","ZC_2023","4A1-SCC-4","4A1"
"CCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC",0.850962943,19.15256062,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009078","ZC_2023","4A1-SCC-8","4A1"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.850962943,19.72873504,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009079","ZC_2023","4A1-SCC-10","4A1"
"CCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC",0.850962943,20.27391778,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009080","ZC_2023","4A1-SCC-12","4A1"
"CCCCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC",0.850962943,20.79054385,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009081","ZC_2023","4A1-SCC-14","4A1"
"CCCCC(CC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC",0.850962943,19.15256062,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009082","ZC_2023","4A1-SCC-EH","4A1"
"CCCCCC(CCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC",-0.16208818,19.72873504,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009083","ZC_2023","4A1-SCC-PH","4A1"
"CCCCCCC(CCCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC",-0.16208818,20.27391778,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009084","ZC_2023","4A1-SCC-BO","4A1"
"CCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC",0.850962943,17.56411431,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009085","ZC_2023","4A3-SCC-4","4A3"
"CCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC",0.850962943,18.85756148,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009086","ZC_2023","4A3-SCC-8","4A3"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.850962943,19.44992578,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009087","ZC_2023","4A3-SCC-10","4A3"
"CCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC",0.850962943,20.01000127,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009088","ZC_2023","4A3-SCC-12","4A3"
"CCCCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC",0.850962943,20.54035792,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009089","ZC_2023","4A3-SCC-14","4A3"
"CCCCC(CC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC",0.850962943,18.85756148,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009090","ZC_2023","4A3-SCC-EH","4A3"
"CCCCCC(CCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC",0.850962943,19.44992578,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009091","ZC_2023","4A3-SCC-PH","4A3"
"CCCCCCC(CCCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC",0.850962943,20.01000127,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009092","ZC_2023","4A3-SCC-BO","4A3"
"CCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC",0.850962943,19.53027201,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009093","ZC_2023","5A1-SCC-4","5A1"
"CCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC",0.850962943,20.86531084,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009094","ZC_2023","5A1-SCC-8","5A1"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.850962943,21.46958898,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009095","ZC_2023","5A1-SCC-10","5A1"
"CCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC",-1.175139303,22.03686902,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009096","ZC_2023","5A1-SCC-12","5A1"
"CCCCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC",0.850962943,22.57044796,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009097","ZC_2023","5A1-SCC-14","5A1"
"CCCCC(CC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC",-0.16208818,20.86531084,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009098","ZC_2023","5A1-SCC-EH","5A1"
"CCCCCC(CCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC",-0.16208818,21.46958898,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009099","ZC_2023","5A1-SCC-PH","5A1"
"CCCCCCC(CCCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC",-0.16208818,22.03686902,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009100","ZC_2023","5A1-SCC-BO","5A1"
"CCCCSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC",0.850962943,19.60646735,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009101","ZC_2023","5A2-SCC-4","5A2"
"CCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC",-1.175139303,20.93190751,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009102","ZC_2023","5A2-SCC-8","5A2"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",-2.188190426,21.53205266,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009103","ZC_2023","5A2-SCC-10","5A2"
"CCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC",0.850962943,22.09557284,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009104","ZC_2023","5A2-SCC-12","5A2"
"CCCCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC",0.850962943,22.62572145,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009105","ZC_2023","5A2-SCC-14","5A2"
"CCCCC(CC)CSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC",-1.175139303,20.93190751,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009106","ZC_2023","5A2-SCC-EH","5A2"
"CCCCCC(CCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC",-0.16208818,21.53205266,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009107","ZC_2023","5A2-SCC-PH","5A2"
"CCCCCCC(CCCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC",-1.175139303,22.09557284,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009108","ZC_2023","5A2-SCC-BO","5A2"
"CCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC",-1.175139303,21.30378187,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009109","ZC_2023","6A1-SCC-4","6A1"
"CCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC",-1.175139303,22.63193134,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009110","ZC_2023","6A1-SCC-8","6A1"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.850962943,23.22767107,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009111","ZC_2023","6A1-SCC-10","6A1"
"CCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC",-1.175139303,23.78389737,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009112","ZC_2023","6A1-SCC-12","6A1"
