"IL_SMILES","Experiment_value"
"CCCCCCCCCCC1(CCCCCCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCCN1CCCC1",-1.155846111
"CCCCCCCCCCC1(CCCCCCCCCC)C=NC(CC(=O)OCC)N1CCCN1CCCC1",-0.243441195
"CCCCCCCCCCC(CCCCCCCCCC)(NCCCN1CCCC1)C(=O)NCS(=O)(=O)c1ccc(C)cc1",-0.058100067
"CCCCCCCCCCC(CCCCCCCCCC)(NCCCN1CCCC1)C(=O)NC1CCCCC1",-0.186805141
"CCCCCCCCCC(CCCCCCCCC)(NCCCN1CCCC1)C(=O)NC(C)(C)C",0.624730562
"CCCCCCCCCC(CCCCCCCCC)(NCCCN1CCCC1)C(=O)NCCCC",-0.079338703
"CCCCCCCCCC(CCCCCCCCC)(NCCCN1CCCC1)C(=O)NCCCCC",0.379795246
"CCCCCCCCCC1(CCCCCCCCC)C=NC(C(=O)OC)N1CCCN1CCCC1",2.043058964
"CCCCCCCCCC1(CCCCCCCCC)C=NC(C(=O)OCC)N1CCCN1CCCC1",1.733870673
"CCCCCCCCCC1(CCCCCCCCC)C=NC(C(=O)OC(C)(C)C)N1CCCN1CCCC1",-0.492054398
"CCCCCCCCCC1(CCCCCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCCN1CCCC1",-1.012092184
"CCCCCCCCCC1(CCCCCCCCC)C=NC(CC(=O)OCC)N1CCCN1CCCC1",-0.270008453
"CCCCCCCCCC(CCCCCCCCC)(NCCCN1CCCC1)C(=O)NCS(=O)(=O)c1ccc(C)cc1",-0.709473682
"CCCCCCCCCC(CCCCCCCCC)(NCCCN1CCCC1)C(=O)NC1CCCCC1",0.591757488
"CCCCCCCCC(CCCCCCCC)(NCCCN1CCCC1)C(=O)NC(C)(C)C",0.459114659
"CCCCCCCCC(CCCCCCCC)(NCCCN1CCCC1)C(=O)NCCCC",-0.936760197
"CCCCCCCCC(CCCCCCCC)(NCCCN1CCCC1)C(=O)NCCCCC",-0.111186702
"CCCCCCCCC1(CCCCCCCC)C=NC(C(=O)OC)N1CCCN1CCCC1",1.393117883
"CCCCCCCCC1(CCCCCCCC)C=NC(C(=O)OCC)N1CCCN1CCCC1",0.85919991
"CCCCCCCCC1(CCCCCCCC)C=NC(C(=O)OC(C)(C)C)N1CCCN1CCCC1",0.464552618
"CCCCCCCCC1(CCCCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCCN1CCCC1",-0.359128333
"CCCCCCCCC1(CCCCCCCC)C=NC(CC(=O)OCC)N1CCCN1CCCC1",-0.494114315
"CCCCCCCCC(CCCCCCCC)(NCCCN1CCCC1)C(=O)NCS(=O)(=O)c1ccc(C)cc1",0.021481358
"CCCCCCCCC(CCCCCCCC)(NCCCN1CCCC1)C(=O)NC1CCCCC1",-1.309681821
"CCCCCCCC(CCCCCCC)(NCCCN1CCCC1)C(=O)NC(C)(C)C",0.53167942
"CCCCCCCC(CCCCCCC)(NCCCN1CCCC1)C(=O)NCCCC",1.446593871
"CCCCCCCC(CCCCCCC)(NCCCN1CCCC1)C(=O)NCCCCC",0.127690795
"CCCCCCCC1(CCCCCCC)C=NC(C(=O)OC)N1CCCN1CCCC1",0.863760779
"CCCCCCCC1(CCCCCCC)C=NC(C(=O)OCC)N1CCCN1CCCC1",0.869037194
"CCCCCCCC1(CCCCCCC)C=NC(C(=O)OC(C)(C)C)N1CCCN1CCCC1",-0.367062234
"CCCCCCCC1(CCCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCCN1CCCC1",-0.687588201
"CCCCCCCC1(CCCCCCC)C=NC(CC(=O)OCC)N1CCCN1CCCC1",-0.415008087
"CCCCCCCC(CCCCCCC)(NCCCN1CCCC1)C(=O)NCS(=O)(=O)c1ccc(C)cc1",-0.331391352
"CCCCCCCC(CCCCCCC)(NCCCN1CCCC1)C(=O)NC1CCCCC1",0.863848542
"CCCCCCC(CCCCCC)(NCCCN1CCCC1)C(=O)NC(C)(C)C",-0.227332885
"CCCCCCC(CCCCCC)(NCCCN1CCCC1)C(=O)NCCCC",0.196588892
"CCCCCCC(CCCCCC)(NCCCN1CCCC1)C(=O)NCCCCC",-0.187449781
"CCCCCCC1(CCCCCC)C=NC(C(=O)OC)N1CCCN1CCCC1",0.911521005
"CCCCCCC1(CCCCCC)C=NC(C(=O)OCC)N1CCCN1CCCC1",-0.574647693
"CCCCCCC1(CCCCCC)C=NC(C(=O)OC(C)(C)C)N1CCCN1CCCC1",2.268611049
"CCCCCCC1(CCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCCN1CCCC1",-1.155846111
"CCCCCCC1(CCCCCC)C=NC(CC(=O)OCC)N1CCCN1CCCC1",-0.066495306
"CCCCCCC(CCCCCC)(NCCCN1CCCC1)C(=O)NCS(=O)(=O)c1ccc(C)cc1",1.18404995
"CCCCCCC(CCCCCC)(NCCCN1CCCC1)C(=O)NC1CCCCC1",-0.469754256
"CC(C)(C)NC(=O)C1(NCCCN2CCCC2)CCCCCCCCCCCCCC1",0.366203226
"CCCCNC(=O)C1(NCCCN2CCCC2)CCCCCCCCCCCCCC1",-1.325766455
"CCCCCNC(=O)C1(NCCCN2CCCC2)CCCCCCCCCCCCCC1",-0.779394104
"COC(=O)C1N=CC2(CCCCCCCCCCCCCC2)N1CCCN1CCCC1",1.00346331
"CCOC(=O)C1N=CC2(CCCCCCCCCCCCCC2)N1CCCN1CCCC1",0.90471736
"CC(C)(C)OC(=O)C1N=CC2(CCCCCCCCCCCCCC2)N1CCCN1CCCC1",0.955031564
"CC(C)(C)OC(=O)C1(C)N=CC2(CCCCCCCCCCCCCC2)N1CCCN1CCCC1",-1.269433476
"CCOC(=O)CC1N=CC2(CCCCCCCCCCCCCC2)N1CCCN1CCCC1",0.170183443
"Cc1ccc(S(=O)(=O)CNC(=O)C2(NCCCN3CCCC3)CCCCCCCCCCCCCC2)cc1",-0.724367367
"O=C(NC1CCCCC1)C1(NCCCN2CCCC2)CCCCCCCCCCCCCC1",0.102518251
"CC(C)(C)NC(=O)C1(NCCCN2CCCC2)CCCCCCCCCCC1",1.561655425
"CCCCNC(=O)C1(NCCCN2CCCC2)CCCCCCCCCCC1",-0.935871453
"CCCCCNC(=O)C1(NCCCN2CCCC2)CCCCCCCCCCC1",1.041725277
"COC(=O)C1N=CC2(CCCCCCCCCCC2)N1CCCN1CCCC1",-1.283074405
"CCOC(=O)C1N=CC2(CCCCCCCCCCC2)N1CCCN1CCCC1",-0.054805356
"CC(C)(C)OC(=O)C1N=CC2(CCCCCCCCCCC2)N1CCCN1CCCC1",-0.510959412
"CC(C)(C)OC(=O)C1(C)N=CC2(CCCCCCCCCCC2)N1CCCN1CCCC1",-0.233681648
"CCOC(=O)CC1N=CC2(CCCCCCCCCCC2)N1CCCN1CCCC1",-0.914444284
"Cc1ccc(S(=O)(=O)CNC(=O)C2(NCCCN3CCCC3)CCCCCCCCCCC2)cc1",-0.88839575
"O=C(NC1CCCCC1)C1(NCCCN2CCCC2)CCCCCCCCCCC1",-0.680317071
"CCCCCC(CCCCC)(NCCCN1CCCC1)C(=O)NC(C)(C)C",-1.310858636
"CCCCCC(CCCCC)(NCCCN1CCCC1)C(=O)NCCCC",-1.338320396
"CCCCCNC(=O)C(CCCCC)(CCCCC)NCCCN1CCCC1",1.050064818
"CCCCCC1(CCCCC)C=NC(C(=O)OC)N1CCCN1CCCC1",-0.99359228
"CCCCCC1(CCCCC)C=NC(C(=O)OCC)N1CCCN1CCCC1",-0.72406397
"CCCCCC1(CCCCC)C=NC(C(=O)OC(C)(C)C)N1CCCN1CCCC1",0.351545841
"CCCCCC1(CCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCCN1CCCC1",-1.105938009
"CCCCCC1(CCCCC)C=NC(CC(=O)OCC)N1CCCN1CCCC1",-0.779394104
"CCCCCC(CCCCC)(NCCCN1CCCC1)C(=O)NCS(=O)(=O)c1ccc(C)cc1",-0.293950294
"CCCCCC(CCCCC)(NCCCN1CCCC1)C(=O)NC1CCCCC1",-1.147498873
"CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NC(C)(C)C)N(CC)CCCNCC",2.358653671
"CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCCCC)N(CC)CCCNCC",1.021674271
"CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCCCCC)N(CC)CCCNCC",0.309447475
"CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCC(=O)OC)N(CC)CCCNCC",3.036562101
"CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NC(C)C(=O)OC(C)(C)C)N(CC)CCCNCC",0.579286948
"CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCCC(=O)OCC)N(CC)CCCNCC",0.134343412
"CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NC1CCCCC1)N(CC)CCCNCC",0.495309478
"CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NC(C)(C)C)N(CC)CCCNCC",0.242912957
"CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NCCCC)N(CC)CCCNCC",0.941609577
"CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NCCCCC)N(CC)CCCNCC",1.194799527
"CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NCC(=O)OC)N(CC)CCCNCC",1.909141877
"CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NCC(=O)OCC)N(CC)CCCNCC",2.088171035
"CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(CC)CCCNCC",1.330258419
"CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NC(C)C(=O)OC(C)(C)C)N(CC)CCCNCC",2.293248401
"CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NCCC(=O)OCC)N(CC)CCCNCC",-0.598871885
