Command line
Loss = 1.0928e+00, PNorm = 34.7226, GNorm = 2.9999, lr_0 = 5.9787e-04
Loss = 1.1948e+00, PNorm = 34.7337, GNorm = 11.8656, lr_0 = 6.1383e-04
Loss = 8.6706e-01, PNorm = 34.7333, GNorm = 2.7447, lr_0 = 6.2979e-04
Loss = 1.0032e+00, PNorm = 34.7452, GNorm = 3.6299, lr_0 = 6.4574e-04
Loss = 1.1023e+00, PNorm = 34.7590, GNorm = 3.4874, lr_0 = 6.6170e-04
Loss = 1.0491e+00, PNorm = 34.7684, GNorm = 3.6575, lr_0 = 6.7766e-04
Loss = 9.0554e-01, PNorm = 34.7880, GNorm = 4.1954, lr_0 = 6.9362e-04
Loss = 7.9726e-01, PNorm = 34.8031, GNorm = 4.4335, lr_0 = 7.0957e-04
Loss = 1.0294e+00, PNorm = 34.8102, GNorm = 2.0233, lr_0 = 7.2553e-04
Loss = 9.3205e-01, PNorm = 34.8190, GNorm = 2.3726, lr_0 = 7.4149e-04
Loss = 9.6368e-01, PNorm = 34.8340, GNorm = 3.6701, lr_0 = 7.5745e-04
Loss = 1.1343e+00, PNorm = 34.8534, GNorm = 2.9475, lr_0 = 7.7340e-04
Loss = 9.1495e-01, PNorm = 34.8643, GNorm = 2.2010, lr_0 = 7.8936e-04
Loss = 9.4759e-01, PNorm = 34.8794, GNorm = 2.5407, lr_0 = 8.0532e-04
Loss = 1.2716e+00, PNorm = 34.8931, GNorm = 3.1262, lr_0 = 8.2128e-04
Loss = 1.1971e+00, PNorm = 34.9177, GNorm = 3.1041, lr_0 = 8.3723e-04
Loss = 1.0641e+00, PNorm = 34.9308, GNorm = 1.9647, lr_0 = 8.5319e-04
Loss = 9.0836e-01, PNorm = 34.9428, GNorm = 2.0827, lr_0 = 8.6915e-04
Loss = 7.1955e-01, PNorm = 34.9573, GNorm = 1.4861, lr_0 = 8.8511e-04
Loss = 7.6331e-01, PNorm = 34.9738, GNorm = 1.9693, lr_0 = 9.0106e-04
Loss = 1.0311e+00, PNorm = 34.9844, GNorm = 2.5274, lr_0 = 9.1702e-04
Loss = 8.4365e-01, PNorm = 34.9988, GNorm = 2.0361, lr_0 = 9.3298e-04
Loss = 1.0247e+00, PNorm = 35.0130, GNorm = 5.8117, lr_0 = 9.4894e-04
Loss = 8.7540e-01, PNorm = 35.0289, GNorm = 2.2891, lr_0 = 9.6489e-04
Loss = 1.0703e+00, PNorm = 35.0489, GNorm = 3.8838, lr_0 = 9.8085e-04
Loss = 1.1557e+00, PNorm = 35.0733, GNorm = 3.2311, lr_0 = 9.9681e-04
Validation rmse = 1.813151
Epoch 2
Loss = 9.8281e-01, PNorm = 35.0928, GNorm = 2.3879, lr_0 = 9.9767e-04
Loss = 1.1313e+00, PNorm = 35.1257, GNorm = 1.5942, lr_0 = 9.9476e-04
Loss = 1.0770e+00, PNorm = 35.1442, GNorm = 5.6639, lr_0 = 9.9187e-04
Loss = 1.0559e+00, PNorm = 35.1893, GNorm = 2.1272, lr_0 = 9.8898e-04
Loss = 1.0628e+00, PNorm = 35.2083, GNorm = 5.2010, lr_0 = 9.8610e-04
Loss = 9.0910e-01, PNorm = 35.2220, GNorm = 2.8065, lr_0 = 9.8323e-04
Loss = 8.7249e-01, PNorm = 35.2470, GNorm = 1.8890, lr_0 = 9.8037e-04
Loss = 2.0538e+00, PNorm = 35.2766, GNorm = 3.2146, lr_0 = 9.7751e-04
Loss = 8.7367e-01, PNorm = 35.3076, GNorm = 2.2757, lr_0 = 9.7466e-04
Loss = 9.5806e-01, PNorm = 35.3299, GNorm = 2.0055, lr_0 = 9.7183e-04
Loss = 9.3091e-01, PNorm = 35.3552, GNorm = 1.5499, lr_0 = 9.6900e-04
Loss = 8.4563e-01, PNorm = 35.3841, GNorm = 1.8984, lr_0 = 9.6617e-04
Loss = 1.2634e+00, PNorm = 35.4060, GNorm = 2.6751, lr_0 = 9.6336e-04
Loss = 8.4671e-01, PNorm = 35.4263, GNorm = 2.5155, lr_0 = 9.6056e-04
Loss = 1.2344e+00, PNorm = 35.4613, GNorm = 3.8991, lr_0 = 9.5776e-04
Loss = 1.5461e+00, PNorm = 35.5031, GNorm = 94.6508, lr_0 = 9.5497e-04
Loss = 1.0954e+00, PNorm = 35.5039, GNorm = 2.2451, lr_0 = 9.5219e-04
Loss = 1.2050e+00, PNorm = 35.5359, GNorm = 1.8913, lr_0 = 9.4942e-04
Loss = 1.0204e+00, PNorm = 35.5612, GNorm = 1.8511, lr_0 = 9.4665e-04
Loss = 9.1486e-01, PNorm = 35.5888, GNorm = 4.0537, lr_0 = 9.4390e-04
Loss = 1.1181e+00, PNorm = 35.6129, GNorm = 2.7550, lr_0 = 9.4115e-04
Loss = 8.6853e-01, PNorm = 35.6324, GNorm = 2.7370, lr_0 = 9.3841e-04
Loss = 8.3224e-01, PNorm = 35.6460, GNorm = 6.7566, lr_0 = 9.3567e-04
Loss = 1.0454e+00, PNorm = 35.6616, GNorm = 2.4447, lr_0 = 9.3295e-04
Loss = 1.0051e+00, PNorm = 35.6872, GNorm = 1.4983, lr_0 = 9.3023e-04
Loss = 1.0364e+00, PNorm = 35.7091, GNorm = 2.1461, lr_0 = 9.2752e-04
Loss = 8.3619e-01, PNorm = 35.7478, GNorm = 1.6466, lr_0 = 9.2482e-04
Loss = 1.0762e+00, PNorm = 35.7671, GNorm = 2.3655, lr_0 = 9.2213e-04
Validation rmse = 1.706729
Epoch 3
Loss = 7.5858e-01, PNorm = 35.7951, GNorm = 1.7571, lr_0 = 9.1918e-04
Loss = 1.9893e+00, PNorm = 35.8229, GNorm = 2.7628, lr_0 = 9.1650e-04
Loss = 8.3466e-01, PNorm = 35.8576, GNorm = 1.5277, lr_0 = 9.1383e-04
Loss = 9.6704e-01, PNorm = 35.8994, GNorm = 2.2269, lr_0 = 9.1117e-04
Loss = 8.0853e-01, PNorm = 35.9327, GNorm = 2.1190, lr_0 = 9.0852e-04
Loss = 7.0988e-01, PNorm = 35.9720, GNorm = 3.7326, lr_0 = 9.0587e-04
Loss = 1.5994e+00, PNorm = 35.9942, GNorm = 4.2308, lr_0 = 9.0323e-04
Loss = 7.3658e-01, PNorm = 36.0329, GNorm = 1.5957, lr_0 = 9.0060e-04
Loss = 1.6726e+00, PNorm = 36.0639, GNorm = 2.3354, lr_0 = 8.9798e-04
Loss = 9.4952e-01, PNorm = 36.0947, GNorm = 2.0008, lr_0 = 8.9537e-04
Loss = 1.0626e+00, PNorm = 36.1211, GNorm = 2.5844, lr_0 = 8.9276e-04
Loss = 1.2521e+00, PNorm = 36.1628, GNorm = 2.5101, lr_0 = 8.9016e-04
Loss = 1.1560e+00, PNorm = 36.2047, GNorm = 3.8024, lr_0 = 8.8757e-04
Loss = 9.0038e-01, PNorm = 36.2399, GNorm = 2.1058, lr_0 = 8.8498e-04
Loss = 2.0938e+00, PNorm = 36.2734, GNorm = 90.3174, lr_0 = 8.8241e-04
Loss = 8.8132e-01, PNorm = 36.3097, GNorm = 3.3909, lr_0 = 8.7984e-04
Loss = 8.0421e-01, PNorm = 36.3303, GNorm = 2.0276, lr_0 = 8.7728e-04
Loss = 1.1799e+00, PNorm = 36.3828, GNorm = 2.0686, lr_0 = 8.7472e-04
Loss = 1.8565e+00, PNorm = 36.4324, GNorm = 1.5489, lr_0 = 8.7217e-04
Loss = 8.4616e-01, PNorm = 36.4724, GNorm = 1.3599, lr_0 = 8.6963e-04
Loss = 8.8715e-01, PNorm = 36.5031, GNorm = 2.3464, lr_0 = 8.6710e-04
Loss = 8.5841e-01, PNorm = 36.5323, GNorm = 1.7961, lr_0 = 8.6458e-04
Loss = 1.0461e+00, PNorm = 36.5846, GNorm = 4.0548, lr_0 = 8.6206e-04
Loss = 8.4595e-01, PNorm = 36.6178, GNorm = 1.8626, lr_0 = 8.5955e-04
Loss = 9.2634e-01, PNorm = 36.6538, GNorm = 5.1576, lr_0 = 8.5705e-04
Loss = 1.0827e+00, PNorm = 36.6923, GNorm = 1.4378, lr_0 = 8.5455e-04
Loss = 8.2929e-01, PNorm = 36.7153, GNorm = 1.4979, lr_0 = 8.5206e-04
Loss = 9.6936e-01, PNorm = 36.7498, GNorm = 2.4833, lr_0 = 8.4958e-04
Loss = 8.0969e-01, PNorm = 36.7875, GNorm = 4.3922, lr_0 = 8.4711e-04
Validation rmse = 1.465651
Epoch 4
Loss = 9.0785e-01, PNorm = 36.8102, GNorm = 1.3032, lr_0 = 8.4464e-04
Loss = 1.1116e+00, PNorm = 36.8652, GNorm = 22.6163, lr_0 = 8.4218e-04
Loss = 7.4734e-01, PNorm = 36.9026, GNorm = 2.7762, lr_0 = 8.3973e-04
Loss = 9.7129e-01, PNorm = 36.9266, GNorm = 2.2189, lr_0 = 8.3728e-04
Loss = 9.6091e-01, PNorm = 36.9662, GNorm = 1.5948, lr_0 = 8.3485e-04
Loss = 8.1918e-01, PNorm = 37.0032, GNorm = 1.7067, lr_0 = 8.3241e-04
Loss = 1.0734e+00, PNorm = 37.0441, GNorm = 1.8235, lr_0 = 8.2999e-04
Loss = 9.0719e-01, PNorm = 37.0977, GNorm = 1.6508, lr_0 = 8.2757e-04
Loss = 6.3797e-01, PNorm = 37.1388, GNorm = 1.2834, lr_0 = 8.2516e-04
Loss = 8.2068e-01, PNorm = 37.1702, GNorm = 2.2077, lr_0 = 8.2276e-04
Loss = 9.2523e-01, PNorm = 37.2021, GNorm = 2.3387, lr_0 = 8.2036e-04
Loss = 8.9004e-01, PNorm = 37.2385, GNorm = 1.3310, lr_0 = 8.1798e-04
Loss = 8.0852e-01, PNorm = 37.2677, GNorm = 1.0936, lr_0 = 8.1559e-04
Loss = 9.3255e-01, PNorm = 37.2978, GNorm = 1.5595, lr_0 = 8.1322e-04
Loss = 1.0159e+00, PNorm = 37.3549, GNorm = 1.7862, lr_0 = 8.1085e-04
Loss = 8.2449e-01, PNorm = 37.4000, GNorm = 1.5666, lr_0 = 8.0849e-04
Loss = 8.4825e-01, PNorm = 37.4621, GNorm = 1.9964, lr_0 = 8.0614e-04
Loss = 1.0186e+00, PNorm = 37.4962, GNorm = 1.8210, lr_0 = 8.0379e-04
Loss = 8.3863e-01, PNorm = 37.5395, GNorm = 1.1347, lr_0 = 8.0145e-04
Loss = 1.5549e+00, PNorm = 37.5916, GNorm = 2.1134, lr_0 = 7.9911e-04
Loss = 8.9901e-01, PNorm = 37.6309, GNorm = 1.9674, lr_0 = 7.9679e-04
Loss = 8.3804e-01, PNorm = 37.6547, GNorm = 1.8523, lr_0 = 7.9447e-04
Loss = 8.3296e-01, PNorm = 37.6991, GNorm = 1.7017, lr_0 = 7.9215e-04
Loss = 8.0604e-01, PNorm = 37.7466, GNorm = 1.6326, lr_0 = 7.8985e-04
Loss = 8.8554e-01, PNorm = 37.7766, GNorm = 1.0241, lr_0 = 7.8755e-04
Loss = 9.2936e-01, PNorm = 37.8240, GNorm = 1.7126, lr_0 = 7.8525e-04
Loss = 9.0038e-01, PNorm = 37.8696, GNorm = 1.7326, lr_0 = 7.8297e-04
Loss = 1.3011e+00, PNorm = 37.8971, GNorm = 3.0883, lr_0 = 7.8069e-04
Validation rmse = 1.095453
Epoch 5
Loss = 9.3947e-01, PNorm = 37.9363, GNorm = 2.1284, lr_0 = 7.7819e-04
Loss = 8.9774e-01, PNorm = 37.9816, GNorm = 2.3104, lr_0 = 7.7592e-04
Loss = 8.6577e-01, PNorm = 38.0053, GNorm = 1.9734, lr_0 = 7.7366e-04
Loss = 8.6608e-01, PNorm = 38.0228, GNorm = 1.8605, lr_0 = 7.7141e-04
Loss = 7.9295e-01, PNorm = 38.0583, GNorm = 0.9601, lr_0 = 7.6916e-04
Loss = 9.4031e-01, PNorm = 38.0719, GNorm = 1.5441, lr_0 = 7.6692e-04
Loss = 8.3761e-01, PNorm = 38.0832, GNorm = 1.5888, lr_0 = 7.6469e-04
Loss = 8.6109e-01, PNorm = 38.1218, GNorm = 2.2863, lr_0 = 7.6246e-04
Loss = 9.4130e-01, PNorm = 38.1735, GNorm = 2.5630, lr_0 = 7.6024e-04
Loss = 8.7983e-01, PNorm = 38.2261, GNorm = 3.1396, lr_0 = 7.5803e-04
Loss = 7.5337e-01, PNorm = 38.2753, GNorm = 1.7274, lr_0 = 7.5582e-04
Loss = 9.9652e-01, PNorm = 38.3106, GNorm = 2.1558, lr_0 = 7.5362e-04
Loss = 7.5127e-01, PNorm = 38.3337, GNorm = 1.6015, lr_0 = 7.5143e-04
Loss = 7.6252e-01, PNorm = 38.3660, GNorm = 2.9381, lr_0 = 7.4924e-04
Loss = 7.0496e-01, PNorm = 38.4043, GNorm = 1.6231, lr_0 = 7.4706e-04
Loss = 9.5114e-01, PNorm = 38.4426, GNorm = 2.9427, lr_0 = 7.4488e-04
Loss = 9.2370e-01, PNorm = 38.4813, GNorm = 2.5405, lr_0 = 7.4271e-04
Loss = 1.0782e+00, PNorm = 38.5086, GNorm = 1.4396, lr_0 = 7.4055e-04
Loss = 7.7654e-01, PNorm = 38.5411, GNorm = 3.0877, lr_0 = 7.3839e-04
Loss = 8.7379e-01, PNorm = 38.5794, GNorm = 2.3903, lr_0 = 7.3624e-04
Loss = 8.0798e-01, PNorm = 38.6137, GNorm = 1.1827, lr_0 = 7.3410e-04
Loss = 9.7102e-01, PNorm = 38.6411, GNorm = 1.1564, lr_0 = 7.3196e-04
Loss = 8.1703e-01, PNorm = 38.6532, GNorm = 1.6884, lr_0 = 7.2983e-04
Loss = 7.4818e-01, PNorm = 38.6759, GNorm = 1.4555, lr_0 = 7.2771e-04
Loss = 8.3060e-01, PNorm = 38.7123, GNorm = 5.3359, lr_0 = 7.2559e-04
Loss = 8.8261e-01, PNorm = 38.7401, GNorm = 2.0103, lr_0 = 7.2347e-04
Loss = 9.2340e-01, PNorm = 38.7755, GNorm = 2.5013, lr_0 = 7.2137e-04
Loss = 7.3260e-01, PNorm = 38.8191, GNorm = 22.7450, lr_0 = 7.1927e-04
Validation rmse = 1.035815
Epoch 6
Loss = 8.1176e-01, PNorm = 38.8525, GNorm = 1.2321, lr_0 = 7.1717e-04
Loss = 8.6105e-01, PNorm = 38.8855, GNorm = 1.7523, lr_0 = 7.1508e-04
Loss = 8.9228e-01, PNorm = 38.9318, GNorm = 2.4560, lr_0 = 7.1300e-04
Loss = 7.7808e-01, PNorm = 38.9716, GNorm = 1.5956, lr_0 = 7.1092e-04
Loss = 8.5309e-01, PNorm = 39.0263, GNorm = 2.3006, lr_0 = 7.0885e-04
Loss = 8.0751e-01, PNorm = 39.0546, GNorm = 1.6808, lr_0 = 7.0679e-04
Loss = 8.7845e-01, PNorm = 39.0893, GNorm = 2.4256, lr_0 = 7.0473e-04
Loss = 8.3029e-01, PNorm = 39.1322, GNorm = 1.7403, lr_0 = 7.0268e-04
Loss = 7.2062e-01, PNorm = 39.1741, GNorm = 2.1493, lr_0 = 7.0063e-04
Loss = 7.9449e-01, PNorm = 39.1890, GNorm = 1.1072, lr_0 = 6.9859e-04
Loss = 8.6759e-01, PNorm = 39.2266, GNorm = 1.0874, lr_0 = 6.9656e-04
Loss = 8.2224e-01, PNorm = 39.2776, GNorm = 2.0056, lr_0 = 6.9453e-04
Loss = 8.1168e-01, PNorm = 39.3178, GNorm = 1.6223, lr_0 = 6.9251e-04
Loss = 7.7781e-01, PNorm = 39.3531, GNorm = 1.2169, lr_0 = 6.9049e-04
Loss = 9.2310e-01, PNorm = 39.4075, GNorm = 2.1381, lr_0 = 6.8848e-04
Loss = 9.9721e-01, PNorm = 39.4517, GNorm = 2.3624, lr_0 = 6.8648e-04
Loss = 9.1095e-01, PNorm = 39.4768, GNorm = 1.9521, lr_0 = 6.8448e-04
Loss = 7.7891e-01, PNorm = 39.5222, GNorm = 0.8476, lr_0 = 6.8249e-04
Loss = 8.2271e-01, PNorm = 39.5544, GNorm = 2.4459, lr_0 = 6.8050e-04
Loss = 8.9838e-01, PNorm = 39.5914, GNorm = 4.6597, lr_0 = 6.7852e-04
Loss = 7.5960e-01, PNorm = 39.6402, GNorm = 5.5903, lr_0 = 6.7654e-04
Loss = 8.2561e-01, PNorm = 39.6809, GNorm = 1.5147, lr_0 = 6.7457e-04
Loss = 7.4032e-01, PNorm = 39.7149, GNorm = 1.9357, lr_0 = 6.7261e-04
Loss = 7.7138e-01, PNorm = 39.7546, GNorm = 2.5516, lr_0 = 6.7065e-04
Loss = 8.2505e-01, PNorm = 39.7934, GNorm = 5.4583, lr_0 = 6.6869e-04
Loss = 9.2634e-01, PNorm = 39.8294, GNorm = 1.4653, lr_0 = 6.6675e-04
Loss = 7.0862e-01, PNorm = 39.8557, GNorm = 1.7480, lr_0 = 6.6481e-04
Loss = 7.7813e-01, PNorm = 39.8649, GNorm = 1.3519, lr_0 = 6.6287e-04
Validation rmse = 0.982709
Epoch 7
Loss = 7.1123e-01, PNorm = 39.8995, GNorm = 1.9167, lr_0 = 6.6075e-04
Loss = 1.0334e+00, PNorm = 39.9427, GNorm = 2.8111, lr_0 = 6.5882e-04
Loss = 7.9216e-01, PNorm = 39.9847, GNorm = 2.9820, lr_0 = 6.5690e-04
Loss = 6.9305e-01, PNorm = 40.0331, GNorm = 1.1832, lr_0 = 6.5499e-04
Loss = 7.4445e-01, PNorm = 40.0802, GNorm = 2.0888, lr_0 = 6.5308e-04
Loss = 8.1882e-01, PNorm = 40.1073, GNorm = 1.4365, lr_0 = 6.5118e-04
Loss = 8.2130e-01, PNorm = 40.1294, GNorm = 2.3246, lr_0 = 6.4929e-04
Loss = 8.4145e-01, PNorm = 40.1698, GNorm = 1.4970, lr_0 = 6.4740e-04
Loss = 9.6507e-01, PNorm = 40.2133, GNorm = 4.5519, lr_0 = 6.4551e-04
Loss = 7.1458e-01, PNorm = 40.2576, GNorm = 1.0846, lr_0 = 6.4363e-04
Loss = 7.8395e-01, PNorm = 40.3047, GNorm = 2.1426, lr_0 = 6.4176e-04
Loss = 7.0221e-01, PNorm = 40.3449, GNorm = 1.2241, lr_0 = 6.3989e-04
Loss = 7.7396e-01, PNorm = 40.3733, GNorm = 1.9505, lr_0 = 6.3803e-04
Loss = 7.5672e-01, PNorm = 40.3985, GNorm = 1.3590, lr_0 = 6.3617e-04
Loss = 9.3489e-01, PNorm = 40.4379, GNorm = 2.0287, lr_0 = 6.3431e-04
Loss = 7.6673e-01, PNorm = 40.4733, GNorm = 2.3984, lr_0 = 6.3247e-04
Loss = 6.7215e-01, PNorm = 40.5129, GNorm = 1.7206, lr_0 = 6.3063e-04
