Command line
Loss = 9.7665e-01, PNorm = 40.6035, GNorm = 1.2976, lr_0 = 6.6020e-04
Loss = 9.7477e-01, PNorm = 40.6386, GNorm = 2.6102, lr_0 = 6.5843e-04
Loss = 7.5628e-01, PNorm = 40.6861, GNorm = 2.0035, lr_0 = 6.5666e-04
Loss = 7.9022e-01, PNorm = 40.7215, GNorm = 1.5360, lr_0 = 6.5490e-04
Loss = 9.1058e-01, PNorm = 40.7469, GNorm = 1.5399, lr_0 = 6.5314e-04
Loss = 8.2563e-01, PNorm = 40.7755, GNorm = 1.7574, lr_0 = 6.5139e-04
Loss = 8.3063e-01, PNorm = 40.8178, GNorm = 1.6033, lr_0 = 6.4964e-04
Loss = 8.1377e-01, PNorm = 40.8535, GNorm = 2.2154, lr_0 = 6.4790e-04
Loss = 7.0438e-01, PNorm = 40.8873, GNorm = 1.2745, lr_0 = 6.4616e-04
Loss = 7.5370e-01, PNorm = 40.9205, GNorm = 2.3572, lr_0 = 6.4443e-04
Loss = 7.9432e-01, PNorm = 40.9606, GNorm = 1.4436, lr_0 = 6.4270e-04
Loss = 9.4492e-01, PNorm = 40.9963, GNorm = 1.5707, lr_0 = 6.4097e-04
Loss = 7.7865e-01, PNorm = 41.0466, GNorm = 1.8151, lr_0 = 6.3925e-04
Loss = 8.2968e-01, PNorm = 41.0779, GNorm = 1.5283, lr_0 = 6.3754e-04
Loss = 8.8287e-01, PNorm = 41.0995, GNorm = 2.1328, lr_0 = 6.3583e-04
Loss = 8.3772e-01, PNorm = 41.1303, GNorm = 1.6410, lr_0 = 6.3412e-04
Loss = 8.2952e-01, PNorm = 41.1759, GNorm = 1.5843, lr_0 = 6.3242e-04
Loss = 7.9090e-01, PNorm = 41.2104, GNorm = 1.7282, lr_0 = 6.3072e-04
Loss = 8.3049e-01, PNorm = 41.2435, GNorm = 2.5037, lr_0 = 6.2903e-04
Loss = 7.2322e-01, PNorm = 41.2787, GNorm = 2.6512, lr_0 = 6.2734e-04
Loss = 7.8990e-01, PNorm = 41.3105, GNorm = 6.3471, lr_0 = 6.2566e-04
Loss = 7.1728e-01, PNorm = 41.3330, GNorm = 1.6978, lr_0 = 6.2398e-04
Loss = 7.5644e-01, PNorm = 41.3595, GNorm = 1.8640, lr_0 = 6.2230e-04
Loss = 9.0430e-01, PNorm = 41.3994, GNorm = 2.1475, lr_0 = 6.2063e-04
Loss = 7.6495e-01, PNorm = 41.4248, GNorm = 3.5524, lr_0 = 6.1897e-04
Loss = 7.1348e-01, PNorm = 41.4667, GNorm = 1.5288, lr_0 = 6.1730e-04
Loss = 7.5262e-01, PNorm = 41.5044, GNorm = 1.6250, lr_0 = 6.1565e-04
Loss = 7.7517e-01, PNorm = 41.5493, GNorm = 1.6013, lr_0 = 6.1400e-04
Loss = 7.3389e-01, PNorm = 41.5816, GNorm = 1.3656, lr_0 = 6.1235e-04
Loss = 7.9776e-01, PNorm = 41.6069, GNorm = 1.0817, lr_0 = 6.1070e-04
Validation rmse = 0.980508
Epoch 8
Loss = 1.4897e+00, PNorm = 41.6377, GNorm = 2.6620, lr_0 = 6.0890e-04
Loss = 7.7686e-01, PNorm = 41.6736, GNorm = 1.1993, lr_0 = 6.0727e-04
Loss = 9.1982e-01, PNorm = 41.7174, GNorm = 1.1762, lr_0 = 6.0564e-04
Loss = 7.5055e-01, PNorm = 41.7570, GNorm = 2.5617, lr_0 = 6.0401e-04
Loss = 7.8199e-01, PNorm = 41.7904, GNorm = 2.3783, lr_0 = 6.0239e-04
Loss = 7.6318e-01, PNorm = 41.8303, GNorm = 1.5191, lr_0 = 6.0077e-04
Loss = 8.1304e-01, PNorm = 41.8705, GNorm = 2.2198, lr_0 = 5.9916e-04
Loss = 8.2766e-01, PNorm = 41.8916, GNorm = 1.6174, lr_0 = 5.9755e-04
Loss = 8.0406e-01, PNorm = 41.9244, GNorm = 1.7231, lr_0 = 5.9595e-04
Loss = 8.0215e-01, PNorm = 41.9596, GNorm = 2.3586, lr_0 = 5.9435e-04
Loss = 8.0721e-01, PNorm = 41.9933, GNorm = 1.4512, lr_0 = 5.9276e-04
Loss = 7.7364e-01, PNorm = 42.0268, GNorm = 1.4873, lr_0 = 5.9116e-04
Loss = 8.8422e-01, PNorm = 42.0613, GNorm = 2.1891, lr_0 = 5.8958e-04
Loss = 7.0110e-01, PNorm = 42.0833, GNorm = 2.1238, lr_0 = 5.8800e-04
Loss = 7.8946e-01, PNorm = 42.1088, GNorm = 1.7151, lr_0 = 5.8642e-04
Loss = 8.7744e-01, PNorm = 42.1349, GNorm = 2.7325, lr_0 = 5.8484e-04
Loss = 9.3979e-01, PNorm = 42.1793, GNorm = 1.7472, lr_0 = 5.8327e-04
Loss = 8.4754e-01, PNorm = 42.2192, GNorm = 1.2696, lr_0 = 5.8171e-04
Loss = 8.4873e-01, PNorm = 42.2582, GNorm = 1.7789, lr_0 = 5.8015e-04
Loss = 6.3121e-01, PNorm = 42.2884, GNorm = 1.2063, lr_0 = 5.7859e-04
Loss = 8.8606e-01, PNorm = 42.3101, GNorm = 2.4216, lr_0 = 5.7704e-04
Loss = 7.3054e-01, PNorm = 42.3302, GNorm = 1.3093, lr_0 = 5.7549e-04
Loss = 7.7353e-01, PNorm = 42.3604, GNorm = 3.7924, lr_0 = 5.7394e-04
Loss = 7.1211e-01, PNorm = 42.3863, GNorm = 2.3743, lr_0 = 5.7240e-04
Loss = 6.8386e-01, PNorm = 42.4061, GNorm = 1.4996, lr_0 = 5.7087e-04
Loss = 8.5887e-01, PNorm = 42.4304, GNorm = 1.8248, lr_0 = 5.6934e-04
Loss = 7.7429e-01, PNorm = 42.4548, GNorm = 1.9175, lr_0 = 5.6781e-04
Loss = 8.8606e-01, PNorm = 42.4772, GNorm = 2.2265, lr_0 = 5.6628e-04
Loss = 6.8682e-01, PNorm = 42.5105, GNorm = 2.3376, lr_0 = 5.6476e-04
Loss = 8.0714e-01, PNorm = 42.5417, GNorm = 1.5809, lr_0 = 5.6325e-04
Loss = 6.3433e-01, PNorm = 42.5694, GNorm = 1.2772, lr_0 = 5.6174e-04
Validation rmse = 0.964661
Epoch 9
Loss = 7.4584e-01, PNorm = 42.6027, GNorm = 1.6566, lr_0 = 5.6008e-04
Loss = 7.3502e-01, PNorm = 42.6268, GNorm = 2.1767, lr_0 = 5.5858e-04
Loss = 7.6155e-01, PNorm = 42.6537, GNorm = 1.3508, lr_0 = 5.5708e-04
Loss = 7.3142e-01, PNorm = 42.6856, GNorm = 1.8416, lr_0 = 5.5558e-04
Loss = 7.1229e-01, PNorm = 42.7140, GNorm = 1.9793, lr_0 = 5.5409e-04
Loss = 7.2053e-01, PNorm = 42.7313, GNorm = 1.0675, lr_0 = 5.5260e-04
Loss = 8.9236e-01, PNorm = 42.7509, GNorm = 2.0188, lr_0 = 5.5112e-04
Loss = 7.4893e-01, PNorm = 42.7739, GNorm = 2.1579, lr_0 = 5.4964e-04
Loss = 7.1399e-01, PNorm = 42.7978, GNorm = 1.4302, lr_0 = 5.4817e-04
Loss = 6.8186e-01, PNorm = 42.8232, GNorm = 1.6283, lr_0 = 5.4669e-04
Loss = 7.5946e-01, PNorm = 42.8424, GNorm = 2.2098, lr_0 = 5.4523e-04
Loss = 7.7032e-01, PNorm = 42.8539, GNorm = 1.5886, lr_0 = 5.4376e-04
Loss = 7.0854e-01, PNorm = 42.8808, GNorm = 1.2887, lr_0 = 5.4231e-04
Loss = 7.9352e-01, PNorm = 42.9144, GNorm = 1.7076, lr_0 = 5.4085e-04
Loss = 7.7967e-01, PNorm = 42.9461, GNorm = 29.2517, lr_0 = 5.3940e-04
Loss = 8.9811e-01, PNorm = 42.9781, GNorm = 2.4534, lr_0 = 5.3795e-04
Loss = 7.3132e-01, PNorm = 43.0080, GNorm = 1.8424, lr_0 = 5.3651e-04
Loss = 6.3225e-01, PNorm = 43.0294, GNorm = 1.5148, lr_0 = 5.3507e-04
Loss = 8.3000e-01, PNorm = 43.0565, GNorm = 4.1675, lr_0 = 5.3363e-04
Loss = 8.4163e-01, PNorm = 43.0827, GNorm = 1.0210, lr_0 = 5.3220e-04
Loss = 7.8622e-01, PNorm = 43.1134, GNorm = 2.2406, lr_0 = 5.3077e-04
Loss = 8.4550e-01, PNorm = 43.1420, GNorm = 1.5524, lr_0 = 5.2935e-04
Loss = 7.4551e-01, PNorm = 43.1612, GNorm = 1.3800, lr_0 = 5.2793e-04
Loss = 9.4202e-01, PNorm = 43.1771, GNorm = 1.9560, lr_0 = 5.2651e-04
Loss = 7.8765e-01, PNorm = 43.2083, GNorm = 12.7742, lr_0 = 5.2510e-04
Loss = 7.9742e-01, PNorm = 43.2294, GNorm = 2.1629, lr_0 = 5.2369e-04
Loss = 7.1941e-01, PNorm = 43.2472, GNorm = 1.7745, lr_0 = 5.2228e-04
Loss = 8.0405e-01, PNorm = 43.2694, GNorm = 1.6327, lr_0 = 5.2088e-04
Loss = 7.8351e-01, PNorm = 43.2991, GNorm = 4.0067, lr_0 = 5.1948e-04
Loss = 7.6244e-01, PNorm = 43.3304, GNorm = 2.7368, lr_0 = 5.1809e-04
Loss = 7.2001e-01, PNorm = 43.3603, GNorm = 1.2495, lr_0 = 5.1670e-04
Validation rmse = 0.981728
Epoch 10
Loss = 8.8059e-01, PNorm = 43.3850, GNorm = 1.2223, lr_0 = 5.1531e-04
Loss = 7.5280e-01, PNorm = 43.4179, GNorm = 1.6827, lr_0 = 5.1393e-04
Loss = 7.5434e-01, PNorm = 43.4505, GNorm = 3.6669, lr_0 = 5.1255e-04
Loss = 6.4272e-01, PNorm = 43.4728, GNorm = 2.1446, lr_0 = 5.1117e-04
Loss = 6.9851e-01, PNorm = 43.4879, GNorm = 1.2455, lr_0 = 5.0980e-04
Loss = 8.7956e-01, PNorm = 43.4968, GNorm = 1.8597, lr_0 = 5.0843e-04
Loss = 8.2257e-01, PNorm = 43.5137, GNorm = 1.8802, lr_0 = 5.0707e-04
Loss = 8.0094e-01, PNorm = 43.5366, GNorm = 2.1721, lr_0 = 5.0571e-04
Loss = 6.8652e-01, PNorm = 43.5583, GNorm = 1.7409, lr_0 = 5.0435e-04
Loss = 7.5560e-01, PNorm = 43.5841, GNorm = 1.4589, lr_0 = 5.0300e-04
Loss = 8.6552e-01, PNorm = 43.6175, GNorm = 2.4114, lr_0 = 5.0165e-04
Loss = 7.3731e-01, PNorm = 43.6410, GNorm = 2.0490, lr_0 = 5.0030e-04
Loss = 6.7054e-01, PNorm = 43.6571, GNorm = 12.7201, lr_0 = 4.9896e-04
Loss = 6.2870e-01, PNorm = 43.6860, GNorm = 2.2250, lr_0 = 4.9762e-04
Loss = 6.0519e-01, PNorm = 43.7096, GNorm = 1.3948, lr_0 = 4.9628e-04
Loss = 6.0498e-01, PNorm = 43.7261, GNorm = 5.0472, lr_0 = 4.9495e-04
Loss = 7.8150e-01, PNorm = 43.7341, GNorm = 1.9088, lr_0 = 4.9362e-04
Loss = 1.0323e+00, PNorm = 43.7487, GNorm = 2.1446, lr_0 = 4.9230e-04
Loss = 7.6736e-01, PNorm = 43.7702, GNorm = 1.5331, lr_0 = 4.9098e-04
Loss = 8.7029e-01, PNorm = 43.7860, GNorm = 2.0817, lr_0 = 4.8966e-04
Loss = 7.9391e-01, PNorm = 43.8227, GNorm = 1.5218, lr_0 = 4.8834e-04
Loss = 7.5897e-01, PNorm = 43.8453, GNorm = 2.2260, lr_0 = 4.8703e-04
Loss = 6.7523e-01, PNorm = 43.8642, GNorm = 1.7433, lr_0 = 4.8573e-04
Loss = 7.7876e-01, PNorm = 43.8825, GNorm = 2.9579, lr_0 = 4.8442e-04
Loss = 7.8666e-01, PNorm = 43.9034, GNorm = 1.8113, lr_0 = 4.8312e-04
Loss = 7.4740e-01, PNorm = 43.9286, GNorm = 3.4436, lr_0 = 4.8183e-04
Loss = 7.7278e-01, PNorm = 43.9609, GNorm = 2.6601, lr_0 = 4.8053e-04
Loss = 7.6954e-01, PNorm = 43.9946, GNorm = 1.7224, lr_0 = 4.7924e-04
Loss = 9.1221e-01, PNorm = 44.0321, GNorm = 2.1365, lr_0 = 4.7796e-04
Loss = 6.6201e-01, PNorm = 44.0650, GNorm = 1.3558, lr_0 = 4.7667e-04
Validation rmse = 0.950349
Epoch 11
Loss = 5.9456e-01, PNorm = 44.0856, GNorm = 1.6507, lr_0 = 4.7527e-04
Loss = 8.0022e-01, PNorm = 44.1031, GNorm = 1.4778, lr_0 = 4.7399e-04
Loss = 6.7869e-01, PNorm = 44.1177, GNorm = 2.0864, lr_0 = 4.7272e-04
Loss = 9.2981e-01, PNorm = 44.1455, GNorm = 2.4349, lr_0 = 4.7145e-04
Loss = 7.6901e-01, PNorm = 44.1717, GNorm = 2.5951, lr_0 = 4.7019e-04
Loss = 7.8231e-01, PNorm = 44.1924, GNorm = 2.1518, lr_0 = 4.6892e-04
Loss = 7.6340e-01, PNorm = 44.2096, GNorm = 2.7331, lr_0 = 4.6766e-04
Loss = 6.8883e-01, PNorm = 44.2337, GNorm = 1.8985, lr_0 = 4.6641e-04
Loss = 6.4290e-01, PNorm = 44.2454, GNorm = 3.1481, lr_0 = 4.6516e-04
Loss = 7.9350e-01, PNorm = 44.2551, GNorm = 1.4704, lr_0 = 4.6391e-04
Loss = 8.1320e-01, PNorm = 44.2804, GNorm = 2.1771, lr_0 = 4.6266e-04
Loss = 6.3252e-01, PNorm = 44.3111, GNorm = 1.0852, lr_0 = 4.6142e-04
Loss = 6.7537e-01, PNorm = 44.3331, GNorm = 2.1127, lr_0 = 4.6018e-04
Loss = 7.9555e-01, PNorm = 44.3434, GNorm = 1.4584, lr_0 = 4.5895e-04
Loss = 7.5974e-01, PNorm = 44.3601, GNorm = 1.3447, lr_0 = 4.5772e-04
Loss = 7.4868e-01, PNorm = 44.3790, GNorm = 1.7694, lr_0 = 4.5649e-04
Loss = 6.5778e-01, PNorm = 44.3986, GNorm = 1.4450, lr_0 = 4.5526e-04
Loss = 7.3996e-01, PNorm = 44.4128, GNorm = 2.9216, lr_0 = 4.5404e-04
Loss = 6.7338e-01, PNorm = 44.4338, GNorm = 2.2843, lr_0 = 4.5282e-04
Loss = 7.5221e-01, PNorm = 44.4550, GNorm = 1.7746, lr_0 = 4.5161e-04
Loss = 6.3074e-01, PNorm = 44.4693, GNorm = 2.7923, lr_0 = 4.5040e-04
Loss = 7.0678e-01, PNorm = 44.4842, GNorm = 3.8633, lr_0 = 4.4919e-04
Loss = 7.1458e-01, PNorm = 44.5075, GNorm = 3.3582, lr_0 = 4.4798e-04
Loss = 7.2712e-01, PNorm = 44.5247, GNorm = 2.4666, lr_0 = 4.4678e-04
Loss = 8.3986e-01, PNorm = 44.5423, GNorm = 1.2616, lr_0 = 4.4558e-04
Loss = 7.3195e-01, PNorm = 44.5625, GNorm = 1.4506, lr_0 = 4.4438e-04
Loss = 8.2792e-01, PNorm = 44.5873, GNorm = 2.0342, lr_0 = 4.4319e-04
Loss = 7.1325e-01, PNorm = 44.6162, GNorm = 1.8863, lr_0 = 4.4200e-04
Loss = 7.1523e-01, PNorm = 44.6267, GNorm = 1.8693, lr_0 = 4.4082e-04
Loss = 7.6432e-01, PNorm = 44.6387, GNorm = 1.9541, lr_0 = 4.3963e-04
Loss = 9.6817e-01, PNorm = 44.6577, GNorm = 3.0475, lr_0 = 4.3845e-04
Validation rmse = 0.949745
Epoch 12
Loss = 6.4064e-01, PNorm = 44.6702, GNorm = 1.8925, lr_0 = 4.3716e-04
Loss = 6.3923e-01, PNorm = 44.6828, GNorm = 2.3093, lr_0 = 4.3599e-04
Loss = 7.8439e-01, PNorm = 44.6966, GNorm = 1.9961, lr_0 = 4.3482e-04
Loss = 7.3401e-01, PNorm = 44.7191, GNorm = 3.0140, lr_0 = 4.3365e-04
Loss = 7.1319e-01, PNorm = 44.7420, GNorm = 1.3282, lr_0 = 4.3249e-04
Loss = 7.9162e-01, PNorm = 44.7546, GNorm = 1.6675, lr_0 = 4.3132e-04
Loss = 6.7498e-01, PNorm = 44.7726, GNorm = 1.5145, lr_0 = 4.3017e-04
Loss = 6.5638e-01, PNorm = 44.7910, GNorm = 1.7466, lr_0 = 4.2901e-04
Loss = 6.5967e-01, PNorm = 44.8064, GNorm = 1.6127, lr_0 = 4.2786e-04
Loss = 7.2460e-01, PNorm = 44.8182, GNorm = 1.2373, lr_0 = 4.2671e-04
Loss = 7.6717e-01, PNorm = 44.8425, GNorm = 1.6532, lr_0 = 4.2557e-04
Loss = 8.1023e-01, PNorm = 44.8659, GNorm = 1.8124, lr_0 = 4.2443e-04
Loss = 6.8745e-01, PNorm = 44.8772, GNorm = 1.7987, lr_0 = 4.2329e-04
Loss = 7.7157e-01, PNorm = 44.8910, GNorm = 2.4179, lr_0 = 4.2215e-04
Loss = 6.8648e-01, PNorm = 44.9103, GNorm = 2.9856, lr_0 = 4.2102e-04
Loss = 7.5977e-01, PNorm = 44.9301, GNorm = 2.1830, lr_0 = 4.1989e-04
Loss = 9.0628e-01, PNorm = 44.9497, GNorm = 1.3618, lr_0 = 4.1876e-04
Loss = 6.8610e-01, PNorm = 44.9694, GNorm = 4.7151, lr_0 = 4.1764e-04
Loss = 6.4337e-01, PNorm = 44.9870, GNorm = 1.1845, lr_0 = 4.1652e-04
Loss = 6.0600e-01, PNorm = 45.0047, GNorm = 1.2126, lr_0 = 4.1540e-04
Loss = 7.6988e-01, PNorm = 45.0141, GNorm = 1.5426, lr_0 = 4.1428e-04
Loss = 7.4095e-01, PNorm = 45.0316, GNorm = 1.5022, lr_0 = 4.1317e-04
Loss = 7.3733e-01, PNorm = 45.0490, GNorm = 1.4777, lr_0 = 4.1206e-04
Loss = 7.1978e-01, PNorm = 45.0689, GNorm = 1.6791, lr_0 = 4.1096e-04
Loss = 7.5568e-01, PNorm = 45.0884, GNorm = 3.2812, lr_0 = 4.0985e-04
Loss = 7.5485e-01, PNorm = 45.1020, GNorm = 1.7840, lr_0 = 4.0875e-04
Loss = 7.4355e-01, PNorm = 45.1151, GNorm = 1.7745, lr_0 = 4.0766e-04
Loss = 7.9813e-01, PNorm = 45.1330, GNorm = 2.0018, lr_0 = 4.0656e-04
Loss = 6.8825e-01, PNorm = 45.1448, GNorm = 1.7458, lr_0 = 4.0547e-04
Loss = 8.7845e-01, PNorm = 45.1665, GNorm = 2.6355, lr_0 = 4.0438e-04
Loss = 6.8122e-01, PNorm = 45.1904, GNorm = 2.4636, lr_0 = 4.0330e-04
Loss = 1.2600e+00, PNorm = 45.1929, GNorm = 3.8138, lr_0 = 4.0319e-04
Validation rmse = 0.956204
Epoch 13
Loss = 6.8530e-01, PNorm = 45.2129, GNorm = 2.2285, lr_0 = 4.0211e-04
Loss = 8.0000e-01, PNorm = 45.2281, GNorm = 2.1892, lr_0 = 4.0103e-04
Loss = 6.6422e-01, PNorm = 45.2402, GNorm = 10.6933, lr_0 = 3.9995e-04
Loss = 7.2521e-01, PNorm = 45.2581, GNorm = 1.5616, lr_0 = 3.9888e-04
Loss = 5.8207e-01, PNorm = 45.2720, GNorm = 3.0203, lr_0 = 3.9781e-04
Loss = 6.5622e-01, PNorm = 45.2864, GNorm = 1.6103, lr_0 = 3.9674e-04
Loss = 6.7561e-01, PNorm = 45.3004, GNorm = 1.5770, lr_0 = 3.9568e-04
Loss = 7.1860e-01, PNorm = 45.3184, GNorm = 2.4185, lr_0 = 3.9461e-04
Loss = 7.3056e-01, PNorm = 45.3332, GNorm = 2.5466, lr_0 = 3.9355e-04
Loss = 8.5999e-01, PNorm = 45.3503, GNorm = 3.2341, lr_0 = 3.9250e-04
Loss = 8.2210e-01, PNorm = 45.3634, GNorm = 2.4619, lr_0 = 3.9144e-04
Loss = 7.9331e-01, PNorm = 45.3670, GNorm = 6.3192, lr_0 = 3.9039e-04
Loss = 7.8253e-01, PNorm = 45.3781, GNorm = 1.9649, lr_0 = 3.8935e-04
Loss = 7.2372e-01, PNorm = 45.3998, GNorm = 2.5018, lr_0 = 3.8830e-04
Loss = 7.0368e-01, PNorm = 45.4193, GNorm = 1.5803, lr_0 = 3.8726e-04
Loss = 7.0129e-01, PNorm = 45.4333, GNorm = 1.4164, lr_0 = 3.8622e-04
Loss = 7.3989e-01, PNorm = 45.4506, GNorm = 1.7465, lr_0 = 3.8518e-04
Loss = 6.8014e-01, PNorm = 45.4676, GNorm = 2.7752, lr_0 = 3.8415e-04
Loss = 6.7170e-01, PNorm = 45.4901, GNorm = 13.1075, lr_0 = 3.8312e-04
Loss = 8.1606e-01, PNorm = 45.5198, GNorm = 1.6684, lr_0 = 3.8209e-04
Loss = 6.8514e-01, PNorm = 45.5363, GNorm = 1.6068, lr_0 = 3.8107e-04
Loss = 6.1878e-01, PNorm = 45.5411, GNorm = 1.5276, lr_0 = 3.8004e-04
Loss = 7.7540e-01, PNorm = 45.5420, GNorm = 1.1253, lr_0 = 3.7902e-04
Loss = 6.0250e-01, PNorm = 45.5505, GNorm = 2.8719, lr_0 = 3.7801e-04
Loss = 6.8640e-01, PNorm = 45.5644, GNorm = 1.0871, lr_0 = 3.7699e-04
Loss = 6.9537e-01, PNorm = 45.5807, GNorm = 2.1487, lr_0 = 3.7598e-04
Loss = 8.2592e-01, PNorm = 45.6004, GNorm = 2.1691, lr_0 = 3.7497e-04
Loss = 7.4727e-01, PNorm = 45.6223, GNorm = 2.1459, lr_0 = 3.7396e-04
Loss = 6.5135e-01, PNorm = 45.6376, GNorm = 2.3352, lr_0 = 3.7296e-04
Loss = 7.2144e-01, PNorm = 45.6464, GNorm = 2.3002, lr_0 = 3.7196e-04
Validation rmse = 0.953395
Epoch 14
Loss = 6.3338e-01, PNorm = 45.6639, GNorm = 1.6785, lr_0 = 3.7096e-04
Loss = 6.7192e-01, PNorm = 45.6844, GNorm = 2.1230, lr_0 = 3.6996e-04
Loss = 7.6126e-01, PNorm = 45.7011, GNorm = 1.7414, lr_0 = 3.6897e-04
Loss = 7.6730e-01, PNorm = 45.7156, GNorm = 1.1301, lr_0 = 3.6798e-04
Loss = 6.6610e-01, PNorm = 45.7265, GNorm = 1.7098, lr_0 = 3.6699e-04
Loss = 7.1683e-01, PNorm = 45.7338, GNorm = 1.4696, lr_0 = 3.6601e-04
Loss = 6.5452e-01, PNorm = 45.7452, GNorm = 1.7961, lr_0 = 3.6503e-04
Loss = 8.7058e-01, PNorm = 45.7597, GNorm = 2.1123, lr_0 = 3.6405e-04
Loss = 8.2482e-01, PNorm = 45.7714, GNorm = 1.7895, lr_0 = 3.6307e-04
Loss = 6.9752e-01, PNorm = 45.7874, GNorm = 2.3410, lr_0 = 3.6210e-04
Loss = 7.5645e-01, PNorm = 45.8000, GNorm = 2.2062, lr_0 = 3.6112e-04
Loss = 7.8050e-01, PNorm = 45.8206, GNorm = 2.0022, lr_0 = 3.6015e-04
Loss = 7.8290e-01, PNorm = 45.8327, GNorm = 1.0407, lr_0 = 3.5919e-04
Loss = 7.4025e-01, PNorm = 45.8424, GNorm = 1.7577, lr_0 = 3.5822e-04
Loss = 7.0183e-01, PNorm = 45.8545, GNorm = 12.9329, lr_0 = 3.5726e-04
Loss = 7.4094e-01, PNorm = 45.8699, GNorm = 2.1431, lr_0 = 3.5630e-04
Loss = 7.7190e-01, PNorm = 45.8861, GNorm = 2.8170, lr_0 = 3.5535e-04
Loss = 7.1117e-01, PNorm = 45.8996, GNorm = 1.4235, lr_0 = 3.5439e-04
Loss = 7.6485e-01, PNorm = 45.9154, GNorm = 1.7536, lr_0 = 3.5344e-04
Loss = 6.7666e-01, PNorm = 45.9283, GNorm = 1.1360, lr_0 = 3.5249e-04
Loss = 6.7204e-01, PNorm = 45.9426, GNorm = 3.0722, lr_0 = 3.5155e-04
Loss = 6.4865e-01, PNorm = 45.9570, GNorm = 1.4480, lr_0 = 3.5060e-04
Loss = 6.7320e-01, PNorm = 45.9717, GNorm = 1.7629, lr_0 = 3.4966e-04
Loss = 6.5498e-01, PNorm = 45.9845, GNorm = 2.2469, lr_0 = 3.4873e-04
Loss = 7.6735e-01, PNorm = 45.9995, GNorm = 2.1409, lr_0 = 3.4779e-04
Loss = 5.7292e-01, PNorm = 46.0130, GNorm = 1.5849, lr_0 = 3.4686e-04
Loss = 6.2757e-01, PNorm = 46.0238, GNorm = 1.7144, lr_0 = 3.4593e-04
Loss = 6.7247e-01, PNorm = 46.0365, GNorm = 2.0674, lr_0 = 3.4500e-04
Loss = 6.4016e-01, PNorm = 46.0496, GNorm = 1.5375, lr_0 = 3.4407e-04
Loss = 7.3967e-01, PNorm = 46.0628, GNorm = 1.5462, lr_0 = 3.4315e-04
Loss = 6.3044e-01, PNorm = 46.0735, GNorm = 1.6197, lr_0 = 3.4223e-04
Validation rmse = 0.950592
Epoch 15
Loss = 8.1578e-01, PNorm = 46.0855, GNorm = 3.0919, lr_0 = 3.4122e-04
Loss = 6.0158e-01, PNorm = 46.0986, GNorm = 1.8208, lr_0 = 3.4030e-04
Loss = 7.3948e-01, PNorm = 46.1115, GNorm = 2.0869, lr_0 = 3.3939e-04
Loss = 6.3570e-01, PNorm = 46.1211, GNorm = 1.6896, lr_0 = 3.3848e-04
Loss = 6.0309e-01, PNorm = 46.1305, GNorm = 1.8082, lr_0 = 3.3757e-04
Loss = 6.1787e-01, PNorm = 46.1445, GNorm = 1.3636, lr_0 = 3.3666e-04
Loss = 5.9477e-01, PNorm = 46.1662, GNorm = 1.3248, lr_0 = 3.3576e-04
Loss = 7.2244e-01, PNorm = 46.1741, GNorm = 1.9884, lr_0 = 3.3486e-04
Loss = 6.8739e-01, PNorm = 46.1792, GNorm = 1.6710, lr_0 = 3.3396e-04
Loss = 6.6295e-01, PNorm = 46.1910, GNorm = 2.0577, lr_0 = 3.3306e-04
Loss = 6.4216e-01, PNorm = 46.2000, GNorm = 1.6213, lr_0 = 3.3217e-04
Loss = 7.5835e-01, PNorm = 46.2127, GNorm = 1.3230, lr_0 = 3.3128e-04
Loss = 6.5946e-01, PNorm = 46.2256, GNorm = 5.3679, lr_0 = 3.3039e-04
Loss = 6.9008e-01, PNorm = 46.2414, GNorm = 1.8901, lr_0 = 3.2950e-04
Loss = 7.7664e-01, PNorm = 46.2567, GNorm = 1.5093, lr_0 = 3.2862e-04
Loss = 6.2083e-01, PNorm = 46.2696, GNorm = 1.3240, lr_0 = 3.2774e-04
Loss = 6.3330e-01, PNorm = 46.2858, GNorm = 2.8493, lr_0 = 3.2686e-04
Loss = 6.8056e-01, PNorm = 46.2992, GNorm = 1.6460, lr_0 = 3.2598e-04
Loss = 9.2472e-01, PNorm = 46.3082, GNorm = 2.4440, lr_0 = 3.2510e-04
Loss = 5.7863e-01, PNorm = 46.3203, GNorm = 1.5725, lr_0 = 3.2423e-04
Loss = 7.7483e-01, PNorm = 46.3327, GNorm = 1.3961, lr_0 = 3.2336e-04
Loss = 7.5092e-01, PNorm = 46.3455, GNorm = 2.1505, lr_0 = 3.2249e-04
Loss = 7.1469e-01, PNorm = 46.3575, GNorm = 2.5138, lr_0 = 3.2163e-04
Loss = 7.6744e-01, PNorm = 46.3680, GNorm = 2.3580, lr_0 = 3.2076e-04
Loss = 6.8216e-01, PNorm = 46.3792, GNorm = 2.5759, lr_0 = 3.1990e-04
Loss = 7.0327e-01, PNorm = 46.3870, GNorm = 1.4558, lr_0 = 3.1904e-04
Loss = 7.0176e-01, PNorm = 46.3942, GNorm = 1.7459, lr_0 = 3.1819e-04
Loss = 6.7686e-01, PNorm = 46.4109, GNorm = 1.9826, lr_0 = 3.1733e-04
Loss = 7.7909e-01, PNorm = 46.4227, GNorm = 1.6028, lr_0 = 3.1648e-04
Loss = 6.6545e-01, PNorm = 46.4360, GNorm = 1.7735, lr_0 = 3.1563e-04
Validation rmse = 0.943007
Epoch 16
