Command line
Loss = 7.5581e-01, PNorm = 37.5628, GNorm = 2.3099, lr_0 = 8.3203e-04
Loss = 1.0078e+00, PNorm = 37.5944, GNorm = 1.9903, lr_0 = 8.2979e-04
Loss = 7.6495e-01, PNorm = 37.6405, GNorm = 2.3324, lr_0 = 8.2756e-04
Loss = 8.8596e-01, PNorm = 37.6807, GNorm = 1.3864, lr_0 = 8.2533e-04
Loss = 9.0618e-01, PNorm = 37.7286, GNorm = 2.3899, lr_0 = 8.2311e-04
Loss = 8.9974e-01, PNorm = 37.7681, GNorm = 1.5032, lr_0 = 8.2089e-04
Loss = 9.3975e-01, PNorm = 37.8004, GNorm = 2.2840, lr_0 = 8.1868e-04
Loss = 8.6148e-01, PNorm = 37.8433, GNorm = 2.3306, lr_0 = 8.1648e-04
Loss = 1.1865e+00, PNorm = 37.8859, GNorm = 1.9176, lr_0 = 8.1428e-04
Loss = 8.2574e-01, PNorm = 37.9379, GNorm = 2.3834, lr_0 = 8.1209e-04
Loss = 1.0699e+00, PNorm = 37.9892, GNorm = 2.0209, lr_0 = 8.0990e-04
Loss = 7.9064e-01, PNorm = 38.0579, GNorm = 2.0721, lr_0 = 8.0772e-04
Loss = 7.6457e-01, PNorm = 38.1005, GNorm = 2.1721, lr_0 = 8.0554e-04
Loss = 8.5310e-01, PNorm = 38.1318, GNorm = 1.2939, lr_0 = 8.0337e-04
Loss = 7.6189e-01, PNorm = 38.1846, GNorm = 4.6682, lr_0 = 8.0121e-04
Loss = 8.0836e-01, PNorm = 38.2078, GNorm = 1.6891, lr_0 = 7.9905e-04
Loss = 7.8236e-01, PNorm = 38.2514, GNorm = 2.0810, lr_0 = 7.9690e-04
Loss = 8.6649e-01, PNorm = 38.3011, GNorm = 1.7415, lr_0 = 7.9476e-04
Loss = 8.8453e-01, PNorm = 38.3390, GNorm = 2.6805, lr_0 = 7.9262e-04
Loss = 1.0473e+00, PNorm = 38.3731, GNorm = 2.1828, lr_0 = 7.9048e-04
Loss = 1.0885e+00, PNorm = 38.4003, GNorm = 1.1528, lr_0 = 7.8835e-04
Loss = 9.2639e-01, PNorm = 38.4373, GNorm = 1.8488, lr_0 = 7.8623e-04
Loss = 8.5578e-01, PNorm = 38.4806, GNorm = 1.8878, lr_0 = 7.8411e-04
Loss = 8.7255e-01, PNorm = 38.5162, GNorm = 2.1907, lr_0 = 7.8200e-04
Validation rmse = 0.986736
Epoch 5
Loss = 1.5920e+00, PNorm = 38.5474, GNorm = 2.5835, lr_0 = 7.7990e-04
Loss = 7.5387e-01, PNorm = 38.5968, GNorm = 1.2058, lr_0 = 7.7780e-04
Loss = 6.5268e-01, PNorm = 38.6411, GNorm = 1.2329, lr_0 = 7.7570e-04
Loss = 8.7083e-01, PNorm = 38.6899, GNorm = 2.2712, lr_0 = 7.7361e-04
Loss = 7.8727e-01, PNorm = 38.7127, GNorm = 1.0341, lr_0 = 7.7153e-04
Loss = 9.2348e-01, PNorm = 38.7485, GNorm = 2.8650, lr_0 = 7.6945e-04
Loss = 8.1418e-01, PNorm = 38.7962, GNorm = 2.6381, lr_0 = 7.6738e-04
Loss = 7.3919e-01, PNorm = 38.8451, GNorm = 1.5385, lr_0 = 7.6532e-04
Loss = 8.1047e-01, PNorm = 38.8806, GNorm = 2.1366, lr_0 = 7.6326e-04
Loss = 7.6212e-01, PNorm = 38.9107, GNorm = 2.0808, lr_0 = 7.6120e-04
Loss = 9.3736e-01, PNorm = 38.9424, GNorm = 1.6215, lr_0 = 7.5915e-04
Loss = 8.7963e-01, PNorm = 38.9741, GNorm = 1.8405, lr_0 = 7.5711e-04
Loss = 8.2530e-01, PNorm = 39.0059, GNorm = 2.0006, lr_0 = 7.5507e-04
Loss = 8.8051e-01, PNorm = 39.0529, GNorm = 2.2068, lr_0 = 7.5303e-04
Loss = 9.9808e-01, PNorm = 39.1033, GNorm = 2.0395, lr_0 = 7.5101e-04
Loss = 9.0419e-01, PNorm = 39.1561, GNorm = 2.3295, lr_0 = 7.4898e-04
Loss = 9.3363e-01, PNorm = 39.1864, GNorm = 3.5266, lr_0 = 7.4697e-04
Loss = 8.3095e-01, PNorm = 39.2405, GNorm = 2.3835, lr_0 = 7.4496e-04
Loss = 8.7313e-01, PNorm = 39.2864, GNorm = 1.6360, lr_0 = 7.4295e-04
Loss = 1.0811e+00, PNorm = 39.3191, GNorm = 2.5299, lr_0 = 7.4095e-04
Loss = 9.0238e-01, PNorm = 39.3689, GNorm = 7.3532, lr_0 = 7.3896e-04
Loss = 1.0727e+00, PNorm = 39.3915, GNorm = 3.1100, lr_0 = 7.3697e-04
Loss = 7.5222e-01, PNorm = 39.4121, GNorm = 1.8758, lr_0 = 7.3498e-04
Loss = 8.1566e-01, PNorm = 39.4382, GNorm = 2.5135, lr_0 = 7.3300e-04
Loss = 7.3491e-01, PNorm = 39.4640, GNorm = 1.3590, lr_0 = 7.3103e-04
Loss = 8.6244e-01, PNorm = 39.5090, GNorm = 2.2896, lr_0 = 7.2906e-04
Loss = 7.8796e-01, PNorm = 39.5552, GNorm = 2.2917, lr_0 = 7.2710e-04
Loss = 8.4426e-01, PNorm = 39.5777, GNorm = 6.3729, lr_0 = 7.2514e-04
Loss = 6.9115e-01, PNorm = 39.6000, GNorm = 1.4730, lr_0 = 7.2319e-04
Loss = 8.5646e-01, PNorm = 39.6162, GNorm = 1.7915, lr_0 = 7.2124e-04
Loss = 7.4140e-01, PNorm = 39.6550, GNorm = 2.2714, lr_0 = 7.1930e-04
Validation rmse = 0.990972
Epoch 6
Loss = 7.3880e-01, PNorm = 39.6915, GNorm = 1.5932, lr_0 = 7.1736e-04
Loss = 7.1782e-01, PNorm = 39.7268, GNorm = 1.6459, lr_0 = 7.1543e-04
Loss = 8.2101e-01, PNorm = 39.7595, GNorm = 1.5001, lr_0 = 7.1350e-04
Loss = 8.1085e-01, PNorm = 39.7939, GNorm = 2.7108, lr_0 = 7.1158e-04
Loss = 8.0970e-01, PNorm = 39.8321, GNorm = 1.1578, lr_0 = 7.0967e-04
Loss = 7.7401e-01, PNorm = 39.8606, GNorm = 1.3995, lr_0 = 7.0775e-04
Loss = 7.8373e-01, PNorm = 39.8811, GNorm = 2.0793, lr_0 = 7.0585e-04
Loss = 8.2195e-01, PNorm = 39.9215, GNorm = 2.3066, lr_0 = 7.0395e-04
Loss = 8.2684e-01, PNorm = 39.9530, GNorm = 2.0176, lr_0 = 7.0205e-04
Loss = 7.5821e-01, PNorm = 39.9835, GNorm = 1.8950, lr_0 = 7.0016e-04
Loss = 8.0430e-01, PNorm = 40.0194, GNorm = 1.9391, lr_0 = 6.9828e-04
Loss = 7.1823e-01, PNorm = 40.0531, GNorm = 2.0033, lr_0 = 6.9640e-04
Loss = 8.0541e-01, PNorm = 40.0693, GNorm = 1.5143, lr_0 = 6.9452e-04
Loss = 7.4970e-01, PNorm = 40.1139, GNorm = 1.9308, lr_0 = 6.9265e-04
Loss = 8.9190e-01, PNorm = 40.1522, GNorm = 1.6644, lr_0 = 6.9079e-04
Loss = 8.9547e-01, PNorm = 40.1946, GNorm = 1.8352, lr_0 = 6.8893e-04
Loss = 9.0486e-01, PNorm = 40.2383, GNorm = 1.7382, lr_0 = 6.8707e-04
Loss = 8.0050e-01, PNorm = 40.2789, GNorm = 8.6441, lr_0 = 6.8522e-04
Loss = 8.4100e-01, PNorm = 40.3133, GNorm = 1.7103, lr_0 = 6.8338e-04
Loss = 9.5900e-01, PNorm = 40.3445, GNorm = 2.0697, lr_0 = 6.8154e-04
Loss = 6.8854e-01, PNorm = 40.4033, GNorm = 1.9553, lr_0 = 6.7970e-04
Loss = 9.8721e-01, PNorm = 40.4377, GNorm = 1.7281, lr_0 = 6.7787e-04
Loss = 8.3275e-01, PNorm = 40.4811, GNorm = 2.6072, lr_0 = 6.7605e-04
Loss = 7.5931e-01, PNorm = 40.5282, GNorm = 7.0665, lr_0 = 6.7423e-04
Loss = 9.4544e-01, PNorm = 40.5666, GNorm = 3.3710, lr_0 = 6.7241e-04
Loss = 8.0599e-01, PNorm = 40.6034, GNorm = 1.7717, lr_0 = 6.7060e-04
Loss = 6.8106e-01, PNorm = 40.6298, GNorm = 1.5200, lr_0 = 6.6879e-04
Loss = 8.1226e-01, PNorm = 40.6546, GNorm = 2.0330, lr_0 = 6.6699e-04
Loss = 8.2933e-01, PNorm = 40.6859, GNorm = 1.4323, lr_0 = 6.6520e-04
Loss = 8.3663e-01, PNorm = 40.7246, GNorm = 1.2910, lr_0 = 6.6341e-04
Loss = 7.8957e-01, PNorm = 40.7496, GNorm = 1.5047, lr_0 = 6.6162e-04
Validation rmse = 0.996304
Epoch 7
