Command line
Loss = 6.8998e-01, PNorm = 40.7721, GNorm = 1.1657, lr_0 = 6.5984e-04
Loss = 8.6074e-01, PNorm = 40.8176, GNorm = 1.5877, lr_0 = 6.5806e-04
Loss = 7.3413e-01, PNorm = 40.8596, GNorm = 1.6983, lr_0 = 6.5629e-04
Loss = 8.6228e-01, PNorm = 40.8811, GNorm = 1.9190, lr_0 = 6.5452e-04
Loss = 7.5083e-01, PNorm = 40.9163, GNorm = 1.4961, lr_0 = 6.5276e-04
Loss = 8.2028e-01, PNorm = 40.9488, GNorm = 2.6632, lr_0 = 6.5100e-04
Loss = 7.7903e-01, PNorm = 40.9806, GNorm = 2.0734, lr_0 = 6.4925e-04
Loss = 7.3571e-01, PNorm = 41.0136, GNorm = 1.7627, lr_0 = 6.4750e-04
Loss = 8.4089e-01, PNorm = 41.0294, GNorm = 1.6017, lr_0 = 6.4576e-04
Loss = 7.8450e-01, PNorm = 41.0550, GNorm = 6.0418, lr_0 = 6.4402e-04
Loss = 9.6957e-01, PNorm = 41.0909, GNorm = 1.6083, lr_0 = 6.4229e-04
Loss = 7.0734e-01, PNorm = 41.1423, GNorm = 1.5755, lr_0 = 6.4056e-04
Loss = 7.0184e-01, PNorm = 41.1829, GNorm = 2.3645, lr_0 = 6.3883e-04
Loss = 8.3374e-01, PNorm = 41.2079, GNorm = 2.1569, lr_0 = 6.3711e-04
Loss = 7.8907e-01, PNorm = 41.2452, GNorm = 1.2526, lr_0 = 6.3540e-04
Loss = 9.0399e-01, PNorm = 41.2825, GNorm = 2.5595, lr_0 = 6.3369e-04
Loss = 7.4099e-01, PNorm = 41.3163, GNorm = 2.2817, lr_0 = 6.3198e-04
Loss = 7.9899e-01, PNorm = 41.3441, GNorm = 1.7879, lr_0 = 6.3028e-04
Loss = 8.0410e-01, PNorm = 41.3820, GNorm = 2.3437, lr_0 = 6.2858e-04
Loss = 7.5689e-01, PNorm = 41.4149, GNorm = 1.1410, lr_0 = 6.2689e-04
Loss = 7.4284e-01, PNorm = 41.4502, GNorm = 2.1509, lr_0 = 6.2520e-04
Loss = 9.3909e-01, PNorm = 41.4801, GNorm = 1.8387, lr_0 = 6.2352e-04
Loss = 7.4101e-01, PNorm = 41.5130, GNorm = 1.6802, lr_0 = 6.2184e-04
Loss = 9.4942e-01, PNorm = 41.5450, GNorm = 2.4259, lr_0 = 6.2016e-04
Loss = 7.0967e-01, PNorm = 41.5752, GNorm = 1.4443, lr_0 = 6.1849e-04
Loss = 7.6634e-01, PNorm = 41.6009, GNorm = 2.3997, lr_0 = 6.1683e-04
Loss = 6.8615e-01, PNorm = 41.6281, GNorm = 0.9463, lr_0 = 6.1517e-04
Loss = 7.4828e-01, PNorm = 41.6611, GNorm = 2.7556, lr_0 = 6.1351e-04
Loss = 7.4009e-01, PNorm = 41.6890, GNorm = 1.5898, lr_0 = 6.1186e-04
Loss = 9.2590e-01, PNorm = 41.7223, GNorm = 2.5248, lr_0 = 6.1021e-04
Validation rmse = 0.997486
Epoch 8
Loss = 7.9664e-01, PNorm = 41.7488, GNorm = 1.2961, lr_0 = 6.0857e-04
Loss = 6.5458e-01, PNorm = 41.7868, GNorm = 1.4511, lr_0 = 6.0693e-04
Loss = 7.5883e-01, PNorm = 41.8162, GNorm = 2.0768, lr_0 = 6.0530e-04
Loss = 7.2243e-01, PNorm = 41.8432, GNorm = 1.6582, lr_0 = 6.0367e-04
Loss = 7.8227e-01, PNorm = 41.8644, GNorm = 2.3687, lr_0 = 6.0204e-04
Loss = 7.3740e-01, PNorm = 41.9083, GNorm = 5.6058, lr_0 = 6.0042e-04
Loss = 7.5318e-01, PNorm = 41.9342, GNorm = 2.2063, lr_0 = 5.9880e-04
Loss = 9.5556e-01, PNorm = 41.9628, GNorm = 1.6284, lr_0 = 5.9719e-04
Loss = 7.1504e-01, PNorm = 41.9961, GNorm = 8.3081, lr_0 = 5.9558e-04
Loss = 7.6232e-01, PNorm = 42.0129, GNorm = 1.7798, lr_0 = 5.9398e-04
Loss = 7.0049e-01, PNorm = 42.0445, GNorm = 2.5418, lr_0 = 5.9238e-04
Loss = 8.2934e-01, PNorm = 42.0673, GNorm = 2.9045, lr_0 = 5.9078e-04
Loss = 7.5540e-01, PNorm = 42.1022, GNorm = 1.5226, lr_0 = 5.8919e-04
Loss = 7.1124e-01, PNorm = 42.1346, GNorm = 1.2653, lr_0 = 5.8761e-04
Loss = 8.5885e-01, PNorm = 42.1616, GNorm = 1.4478, lr_0 = 5.8602e-04
Loss = 8.1258e-01, PNorm = 42.1892, GNorm = 2.1500, lr_0 = 5.8445e-04
Loss = 7.4117e-01, PNorm = 42.2093, GNorm = 1.5192, lr_0 = 5.8287e-04
Loss = 7.7740e-01, PNorm = 42.2334, GNorm = 1.8773, lr_0 = 5.8130e-04
Loss = 7.9588e-01, PNorm = 42.2622, GNorm = 2.0635, lr_0 = 5.7974e-04
Loss = 6.9176e-01, PNorm = 42.2918, GNorm = 2.5058, lr_0 = 5.7818e-04
Loss = 8.2331e-01, PNorm = 42.3157, GNorm = 1.3814, lr_0 = 5.7662e-04
Loss = 9.4752e-01, PNorm = 42.3467, GNorm = 43.2264, lr_0 = 5.7507e-04
Loss = 8.4973e-01, PNorm = 42.3749, GNorm = 3.4067, lr_0 = 5.7352e-04
Loss = 9.5174e-01, PNorm = 42.3965, GNorm = 2.5913, lr_0 = 5.7198e-04
Loss = 6.8378e-01, PNorm = 42.4166, GNorm = 1.5875, lr_0 = 5.7043e-04
Loss = 6.8195e-01, PNorm = 42.4493, GNorm = 1.9388, lr_0 = 5.6890e-04
Loss = 7.7197e-01, PNorm = 42.4776, GNorm = 1.6548, lr_0 = 5.6737e-04
Loss = 8.6183e-01, PNorm = 42.4920, GNorm = 1.5000, lr_0 = 5.6584e-04
Loss = 8.1614e-01, PNorm = 42.5072, GNorm = 2.3718, lr_0 = 5.6432e-04
Loss = 7.1028e-01, PNorm = 42.5323, GNorm = 1.7285, lr_0 = 5.6280e-04
Loss = 6.6049e-01, PNorm = 42.5625, GNorm = 1.8783, lr_0 = 5.6128e-04
Validation rmse = 0.985322
Epoch 9
Loss = 7.1154e-01, PNorm = 42.5993, GNorm = 3.0139, lr_0 = 5.5977e-04
Loss = 6.8723e-01, PNorm = 42.6265, GNorm = 2.4181, lr_0 = 5.5826e-04
Loss = 7.8581e-01, PNorm = 42.6580, GNorm = 9.5950, lr_0 = 5.5676e-04
Loss = 6.7369e-01, PNorm = 42.6825, GNorm = 2.0937, lr_0 = 5.5526e-04
Loss = 7.9310e-01, PNorm = 42.7139, GNorm = 2.4108, lr_0 = 5.5377e-04
Loss = 7.6345e-01, PNorm = 42.7538, GNorm = 3.0560, lr_0 = 5.5227e-04
Loss = 8.5017e-01, PNorm = 42.7856, GNorm = 2.3176, lr_0 = 5.5079e-04
Loss = 8.5584e-01, PNorm = 42.8058, GNorm = 1.3750, lr_0 = 5.4930e-04
Loss = 8.4224e-01, PNorm = 42.8338, GNorm = 1.8140, lr_0 = 5.4782e-04
Loss = 9.7561e-01, PNorm = 42.8558, GNorm = 1.7681, lr_0 = 5.4635e-04
Loss = 7.8653e-01, PNorm = 42.8666, GNorm = 2.1782, lr_0 = 5.4488e-04
Loss = 8.4857e-01, PNorm = 42.8729, GNorm = 2.1996, lr_0 = 5.4341e-04
Loss = 7.1711e-01, PNorm = 42.8960, GNorm = 2.8406, lr_0 = 5.4195e-04
Loss = 6.8039e-01, PNorm = 42.9259, GNorm = 1.8519, lr_0 = 5.4049e-04
Loss = 7.4970e-01, PNorm = 42.9605, GNorm = 2.0171, lr_0 = 5.3903e-04
Loss = 6.7654e-01, PNorm = 42.9952, GNorm = 1.7361, lr_0 = 5.3758e-04
Loss = 8.2812e-01, PNorm = 43.0150, GNorm = 1.8672, lr_0 = 5.3613e-04
Loss = 7.9041e-01, PNorm = 43.0443, GNorm = 1.9630, lr_0 = 5.3469e-04
Loss = 7.3518e-01, PNorm = 43.0811, GNorm = 2.2801, lr_0 = 5.3325e-04
Loss = 7.6349e-01, PNorm = 43.1079, GNorm = 1.9108, lr_0 = 5.3182e-04
Loss = 8.1352e-01, PNorm = 43.1206, GNorm = 1.6218, lr_0 = 5.3038e-04
Loss = 7.1374e-01, PNorm = 43.1362, GNorm = 2.1900, lr_0 = 5.2896e-04
Loss = 7.0184e-01, PNorm = 43.1608, GNorm = 3.2985, lr_0 = 5.2753e-04
Loss = 6.2145e-01, PNorm = 43.1866, GNorm = 1.4800, lr_0 = 5.2611e-04
Loss = 7.6425e-01, PNorm = 43.2043, GNorm = 4.5055, lr_0 = 5.2469e-04
Loss = 7.2408e-01, PNorm = 43.2214, GNorm = 1.3482, lr_0 = 5.2328e-04
Loss = 7.3821e-01, PNorm = 43.2345, GNorm = 3.0716, lr_0 = 5.2187e-04
Loss = 8.1452e-01, PNorm = 43.2788, GNorm = 3.4511, lr_0 = 5.2047e-04
Loss = 6.2448e-01, PNorm = 43.3110, GNorm = 1.8691, lr_0 = 5.1907e-04
Loss = 6.9427e-01, PNorm = 43.3240, GNorm = 1.6647, lr_0 = 5.1767e-04
Validation rmse = 0.984503
Epoch 10
Loss = 3.6132e-01, PNorm = 43.3305, GNorm = 1.7172, lr_0 = 5.1627e-04
Loss = 6.3849e-01, PNorm = 43.3412, GNorm = 1.8636, lr_0 = 5.1488e-04
Loss = 7.2911e-01, PNorm = 43.3609, GNorm = 1.6589, lr_0 = 5.1350e-04
Loss = 5.5223e-01, PNorm = 43.3804, GNorm = 0.9591, lr_0 = 5.1212e-04
Loss = 6.4566e-01, PNorm = 43.3965, GNorm = 1.8847, lr_0 = 5.1074e-04
Loss = 7.5357e-01, PNorm = 43.4270, GNorm = 1.5654, lr_0 = 5.0936e-04
Loss = 7.8433e-01, PNorm = 43.4500, GNorm = 2.0576, lr_0 = 5.0799e-04
Loss = 7.3026e-01, PNorm = 43.4690, GNorm = 2.0204, lr_0 = 5.0662e-04
Loss = 7.9268e-01, PNorm = 43.4914, GNorm = 6.2421, lr_0 = 5.0526e-04
Loss = 5.8880e-01, PNorm = 43.5190, GNorm = 1.6613, lr_0 = 5.0390e-04
Loss = 6.6683e-01, PNorm = 43.5463, GNorm = 1.7381, lr_0 = 5.0254e-04
Loss = 7.0123e-01, PNorm = 43.5710, GNorm = 1.3919, lr_0 = 5.0119e-04
Loss = 7.8136e-01, PNorm = 43.5969, GNorm = 2.7102, lr_0 = 4.9984e-04
Loss = 7.5871e-01, PNorm = 43.6253, GNorm = 2.3773, lr_0 = 4.9849e-04
Loss = 8.1756e-01, PNorm = 43.6423, GNorm = 1.7658, lr_0 = 4.9715e-04
Loss = 8.1342e-01, PNorm = 43.6689, GNorm = 1.4388, lr_0 = 4.9581e-04
Loss = 7.3925e-01, PNorm = 43.6909, GNorm = 2.2459, lr_0 = 4.9448e-04
Loss = 7.3103e-01, PNorm = 43.6998, GNorm = 2.0756, lr_0 = 4.9314e-04
Loss = 8.7970e-01, PNorm = 43.7173, GNorm = 1.7330, lr_0 = 4.9182e-04
Loss = 7.2791e-01, PNorm = 43.7423, GNorm = 1.7503, lr_0 = 4.9049e-04
Loss = 7.9729e-01, PNorm = 43.7706, GNorm = 2.0026, lr_0 = 4.8917e-04
Loss = 6.2653e-01, PNorm = 43.7978, GNorm = 1.2267, lr_0 = 4.8785e-04
Loss = 7.4018e-01, PNorm = 43.8254, GNorm = 1.3005, lr_0 = 4.8654e-04
Loss = 8.3272e-01, PNorm = 43.8405, GNorm = 1.4501, lr_0 = 4.8523e-04
Loss = 8.2002e-01, PNorm = 43.8589, GNorm = 1.3708, lr_0 = 4.8392e-04
Loss = 8.6464e-01, PNorm = 43.8776, GNorm = 1.2184, lr_0 = 4.8262e-04
Loss = 7.8318e-01, PNorm = 43.8973, GNorm = 1.6767, lr_0 = 4.8132e-04
Loss = 7.4858e-01, PNorm = 43.9143, GNorm = 1.2457, lr_0 = 4.8003e-04
Loss = 8.4802e-01, PNorm = 43.9256, GNorm = 1.4067, lr_0 = 4.7873e-04
Loss = 7.5920e-01, PNorm = 43.9467, GNorm = 5.1107, lr_0 = 4.7744e-04
Loss = 7.2498e-01, PNorm = 43.9642, GNorm = 1.4836, lr_0 = 4.7616e-04
Validation rmse = 0.979012
Epoch 11
Loss = 6.8864e-01, PNorm = 43.9744, GNorm = 1.4956, lr_0 = 4.7488e-04
Loss = 7.6738e-01, PNorm = 43.9950, GNorm = 2.0885, lr_0 = 4.7360e-04
Loss = 7.8912e-01, PNorm = 44.0107, GNorm = 10.2668, lr_0 = 4.7232e-04
Loss = 6.5668e-01, PNorm = 44.0335, GNorm = 1.3913, lr_0 = 4.7105e-04
Loss = 7.2237e-01, PNorm = 44.0479, GNorm = 2.7939, lr_0 = 4.6978e-04
Loss = 7.5615e-01, PNorm = 44.0676, GNorm = 2.5582, lr_0 = 4.6852e-04
Loss = 8.8187e-01, PNorm = 44.0936, GNorm = 4.0878, lr_0 = 4.6726e-04
Loss = 6.8020e-01, PNorm = 44.1110, GNorm = 1.8241, lr_0 = 4.6600e-04
Loss = 6.8705e-01, PNorm = 44.1213, GNorm = 2.4227, lr_0 = 4.6474e-04
Loss = 6.5899e-01, PNorm = 44.1457, GNorm = 1.1757, lr_0 = 4.6349e-04
Loss = 7.0089e-01, PNorm = 44.1619, GNorm = 1.5041, lr_0 = 4.6224e-04
Loss = 6.5396e-01, PNorm = 44.1824, GNorm = 1.6296, lr_0 = 4.6100e-04
Loss = 8.6590e-01, PNorm = 44.1997, GNorm = 2.4848, lr_0 = 4.5976e-04
Loss = 6.7303e-01, PNorm = 44.2123, GNorm = 1.4986, lr_0 = 4.5852e-04
Loss = 7.1031e-01, PNorm = 44.2241, GNorm = 3.0124, lr_0 = 4.5729e-04
Loss = 5.9883e-01, PNorm = 44.2446, GNorm = 3.0224, lr_0 = 4.5605e-04
Loss = 6.3646e-01, PNorm = 44.2621, GNorm = 1.7433, lr_0 = 4.5483e-04
Loss = 7.7203e-01, PNorm = 44.2796, GNorm = 3.9923, lr_0 = 4.5360e-04
Loss = 8.5587e-01, PNorm = 44.3001, GNorm = 1.3441, lr_0 = 4.5238e-04
Loss = 7.9732e-01, PNorm = 44.3184, GNorm = 2.6048, lr_0 = 4.5116e-04
Loss = 8.5765e-01, PNorm = 44.3390, GNorm = 18.3010, lr_0 = 4.4995e-04
Loss = 8.0746e-01, PNorm = 44.3627, GNorm = 2.0036, lr_0 = 4.4874e-04
Loss = 7.3215e-01, PNorm = 44.3869, GNorm = 1.3908, lr_0 = 4.4753e-04
Loss = 6.7736e-01, PNorm = 44.4057, GNorm = 2.7338, lr_0 = 4.4632e-04
Loss = 6.7602e-01, PNorm = 44.4269, GNorm = 1.9073, lr_0 = 4.4512e-04
Loss = 7.7412e-01, PNorm = 44.4443, GNorm = 1.9632, lr_0 = 4.4392e-04
Loss = 7.4229e-01, PNorm = 44.4644, GNorm = 2.5865, lr_0 = 4.4273e-04
Loss = 7.1391e-01, PNorm = 44.4865, GNorm = 1.8459, lr_0 = 4.4153e-04
Loss = 6.0965e-01, PNorm = 44.5065, GNorm = 2.2733, lr_0 = 4.4035e-04
Loss = 7.9344e-01, PNorm = 44.5153, GNorm = 2.1072, lr_0 = 4.3916e-04
Loss = 6.6972e-01, PNorm = 44.5296, GNorm = 1.5793, lr_0 = 4.3798e-04
Validation rmse = 1.015128
Epoch 12
Loss = 7.4543e-01, PNorm = 44.5463, GNorm = 2.2451, lr_0 = 4.3680e-04
Loss = 6.2345e-01, PNorm = 44.5635, GNorm = 1.9412, lr_0 = 4.3562e-04
Loss = 7.1335e-01, PNorm = 44.5766, GNorm = 2.0626, lr_0 = 4.3445e-04
Loss = 7.9030e-01, PNorm = 44.5999, GNorm = 3.0111, lr_0 = 4.3328e-04
Loss = 6.4253e-01, PNorm = 44.6147, GNorm = 1.8097, lr_0 = 4.3211e-04
Loss = 7.6687e-01, PNorm = 44.6240, GNorm = 2.4387, lr_0 = 4.3095e-04
Loss = 6.8752e-01, PNorm = 44.6449, GNorm = 1.7550, lr_0 = 4.2979e-04
Loss = 7.4594e-01, PNorm = 44.6682, GNorm = 1.4307, lr_0 = 4.2863e-04
Loss = 7.7480e-01, PNorm = 44.6927, GNorm = 1.8175, lr_0 = 4.2748e-04
Loss = 6.6651e-01, PNorm = 44.7194, GNorm = 1.2904, lr_0 = 4.2633e-04
Loss = 8.3085e-01, PNorm = 44.7428, GNorm = 1.9466, lr_0 = 4.2518e-04
Loss = 6.5668e-01, PNorm = 44.7705, GNorm = 1.9756, lr_0 = 4.2403e-04
Loss = 7.2568e-01, PNorm = 44.7822, GNorm = 1.5726, lr_0 = 4.2289e-04
Loss = 6.9223e-01, PNorm = 44.7931, GNorm = 1.2865, lr_0 = 4.2175e-04
Loss = 7.7789e-01, PNorm = 44.8121, GNorm = 3.6448, lr_0 = 4.2062e-04
Loss = 7.2033e-01, PNorm = 44.8310, GNorm = 1.9240, lr_0 = 4.1949e-04
Loss = 9.0237e-01, PNorm = 44.8412, GNorm = 1.3945, lr_0 = 4.1836e-04
Loss = 6.0679e-01, PNorm = 44.8444, GNorm = 1.4813, lr_0 = 4.1723e-04
Loss = 7.5585e-01, PNorm = 44.8619, GNorm = 1.4393, lr_0 = 4.1611e-04
Loss = 6.4766e-01, PNorm = 44.8804, GNorm = 1.9568, lr_0 = 4.1499e-04
Loss = 6.5680e-01, PNorm = 44.8957, GNorm = 2.0118, lr_0 = 4.1387e-04
Loss = 6.9458e-01, PNorm = 44.9084, GNorm = 2.2356, lr_0 = 4.1275e-04
Loss = 5.6073e-01, PNorm = 44.9208, GNorm = 2.7470, lr_0 = 4.1164e-04
Loss = 6.9827e-01, PNorm = 44.9318, GNorm = 2.2733, lr_0 = 4.1053e-04
Loss = 7.4616e-01, PNorm = 44.9502, GNorm = 1.7646, lr_0 = 4.0943e-04
Loss = 6.5082e-01, PNorm = 44.9670, GNorm = 7.4295, lr_0 = 4.0833e-04
Loss = 6.8164e-01, PNorm = 44.9812, GNorm = 1.2812, lr_0 = 4.0723e-04
Loss = 7.0156e-01, PNorm = 45.0004, GNorm = 1.2525, lr_0 = 4.0613e-04
Loss = 7.0836e-01, PNorm = 45.0222, GNorm = 3.8881, lr_0 = 4.0504e-04
Loss = 8.2874e-01, PNorm = 45.0454, GNorm = 1.5982, lr_0 = 4.0395e-04
Validation rmse = 0.979380
Epoch 13
Loss = 6.6181e-01, PNorm = 45.0542, GNorm = 4.7998, lr_0 = 4.0286e-04
Loss = 7.3785e-01, PNorm = 45.0665, GNorm = 1.7912, lr_0 = 4.0177e-04
Loss = 7.6990e-01, PNorm = 45.0846, GNorm = 3.1763, lr_0 = 4.0069e-04
Loss = 5.8860e-01, PNorm = 45.1012, GNorm = 1.1130, lr_0 = 3.9961e-04
Loss = 7.3227e-01, PNorm = 45.1235, GNorm = 1.8288, lr_0 = 3.9854e-04
Loss = 7.2976e-01, PNorm = 45.1365, GNorm = 1.9601, lr_0 = 3.9746e-04
Loss = 7.6138e-01, PNorm = 45.1424, GNorm = 1.9939, lr_0 = 3.9639e-04
Loss = 6.3994e-01, PNorm = 45.1573, GNorm = 3.2295, lr_0 = 3.9533e-04
Loss = 7.1870e-01, PNorm = 45.1873, GNorm = 1.6236, lr_0 = 3.9426e-04
Loss = 6.3965e-01, PNorm = 45.2032, GNorm = 1.1645, lr_0 = 3.9320e-04
Loss = 1.0924e+00, PNorm = 45.2177, GNorm = 2.4949, lr_0 = 3.9214e-04
Loss = 7.0886e-01, PNorm = 45.2359, GNorm = 1.1390, lr_0 = 3.9109e-04
Loss = 6.0867e-01, PNorm = 45.2506, GNorm = 1.5476, lr_0 = 3.9003e-04
Loss = 7.4600e-01, PNorm = 45.2744, GNorm = 1.8933, lr_0 = 3.8898e-04
Loss = 6.6253e-01, PNorm = 45.2995, GNorm = 3.9489, lr_0 = 3.8793e-04
Loss = 8.2227e-01, PNorm = 45.3163, GNorm = 2.1420, lr_0 = 3.8689e-04
Loss = 7.0939e-01, PNorm = 45.3295, GNorm = 3.8939, lr_0 = 3.8585e-04
Loss = 7.2064e-01, PNorm = 45.3465, GNorm = 1.7883, lr_0 = 3.8481e-04
Loss = 6.5434e-01, PNorm = 45.3574, GNorm = 4.5688, lr_0 = 3.8377e-04
Loss = 6.4450e-01, PNorm = 45.3724, GNorm = 2.5684, lr_0 = 3.8274e-04
Loss = 5.4889e-01, PNorm = 45.3868, GNorm = 1.4951, lr_0 = 3.8171e-04
Loss = 7.6959e-01, PNorm = 45.3971, GNorm = 2.1539, lr_0 = 3.8068e-04
Loss = 6.7904e-01, PNorm = 45.4084, GNorm = 2.4282, lr_0 = 3.7966e-04
Loss = 6.4866e-01, PNorm = 45.4159, GNorm = 1.8957, lr_0 = 3.7863e-04
Loss = 6.8281e-01, PNorm = 45.4327, GNorm = 1.8972, lr_0 = 3.7761e-04
Loss = 7.8445e-01, PNorm = 45.4501, GNorm = 1.6284, lr_0 = 3.7660e-04
Loss = 5.9113e-01, PNorm = 45.4654, GNorm = 2.9698, lr_0 = 3.7558e-04
Loss = 6.4987e-01, PNorm = 45.4816, GNorm = 2.0885, lr_0 = 3.7457e-04
Loss = 7.6135e-01, PNorm = 45.4846, GNorm = 1.6455, lr_0 = 3.7356e-04
Loss = 8.0367e-01, PNorm = 45.4883, GNorm = 2.0986, lr_0 = 3.7256e-04
Loss = 6.1425e-01, PNorm = 45.4989, GNorm = 4.9972, lr_0 = 3.7156e-04
Validation rmse = 0.995053
Epoch 14
Loss = 6.6792e-01, PNorm = 45.5155, GNorm = 1.4290, lr_0 = 3.7055e-04
Loss = 6.6695e-01, PNorm = 45.5282, GNorm = 2.0353, lr_0 = 3.6956e-04
Loss = 7.1902e-01, PNorm = 45.5460, GNorm = 1.8721, lr_0 = 3.6856e-04
Loss = 6.2355e-01, PNorm = 45.5659, GNorm = 1.0675, lr_0 = 3.6757e-04
Loss = 8.1071e-01, PNorm = 45.5798, GNorm = 1.8979, lr_0 = 3.6658e-04
Loss = 7.4728e-01, PNorm = 45.5848, GNorm = 1.7938, lr_0 = 3.6559e-04
Loss = 6.5116e-01, PNorm = 45.6002, GNorm = 1.5333, lr_0 = 3.6461e-04
Loss = 6.8776e-01, PNorm = 45.6173, GNorm = 1.4739, lr_0 = 3.6363e-04
Loss = 6.7129e-01, PNorm = 45.6260, GNorm = 1.5409, lr_0 = 3.6265e-04
Loss = 6.2773e-01, PNorm = 45.6358, GNorm = 1.3992, lr_0 = 3.6167e-04
Loss = 6.8498e-01, PNorm = 45.6569, GNorm = 2.5118, lr_0 = 3.6070e-04
Loss = 7.6492e-01, PNorm = 45.6778, GNorm = 1.6531, lr_0 = 3.5973e-04
Loss = 7.4578e-01, PNorm = 45.6953, GNorm = 1.1490, lr_0 = 3.5876e-04
Loss = 7.4010e-01, PNorm = 45.7126, GNorm = 2.9878, lr_0 = 3.5779e-04
Loss = 6.7957e-01, PNorm = 45.7280, GNorm = 1.9139, lr_0 = 3.5683e-04
Loss = 6.1667e-01, PNorm = 45.7404, GNorm = 1.5223, lr_0 = 3.5587e-04
Loss = 6.6934e-01, PNorm = 45.7573, GNorm = 2.1625, lr_0 = 3.5491e-04
Loss = 7.2298e-01, PNorm = 45.7809, GNorm = 1.2064, lr_0 = 3.5395e-04
Loss = 5.9936e-01, PNorm = 45.7934, GNorm = 1.5358, lr_0 = 3.5300e-04
Loss = 6.8083e-01, PNorm = 45.8041, GNorm = 1.7463, lr_0 = 3.5205e-04
Loss = 6.7602e-01, PNorm = 45.8176, GNorm = 1.5366, lr_0 = 3.5110e-04
Loss = 6.2316e-01, PNorm = 45.8290, GNorm = 2.1740, lr_0 = 3.5016e-04
Loss = 7.7280e-01, PNorm = 45.8408, GNorm = 2.6155, lr_0 = 3.4921e-04
Loss = 7.0025e-01, PNorm = 45.8555, GNorm = 1.7526, lr_0 = 3.4827e-04
Loss = 7.7655e-01, PNorm = 45.8663, GNorm = 1.6345, lr_0 = 3.4734e-04
Loss = 7.0901e-01, PNorm = 45.8820, GNorm = 2.7200, lr_0 = 3.4640e-04
Loss = 7.5442e-01, PNorm = 45.8989, GNorm = 1.7921, lr_0 = 3.4547e-04
Loss = 7.1470e-01, PNorm = 45.9128, GNorm = 2.4219, lr_0 = 3.4454e-04
Loss = 7.0163e-01, PNorm = 45.9288, GNorm = 2.5929, lr_0 = 3.4361e-04
Loss = 7.8717e-01, PNorm = 45.9391, GNorm = 1.4034, lr_0 = 3.4268e-04
Validation rmse = 0.971632
Epoch 15
Loss = 4.6672e-01, PNorm = 45.9540, GNorm = 1.6456, lr_0 = 3.4176e-04
Loss = 6.2780e-01, PNorm = 45.9621, GNorm = 2.5338, lr_0 = 3.4084e-04
Loss = 6.4947e-01, PNorm = 45.9728, GNorm = 2.0967, lr_0 = 3.3992e-04
Loss = 7.0164e-01, PNorm = 45.9874, GNorm = 1.7645, lr_0 = 3.3901e-04
Loss = 6.1747e-01, PNorm = 46.0016, GNorm = 2.1080, lr_0 = 3.3810e-04
Loss = 5.7834e-01, PNorm = 46.0154, GNorm = 1.6375, lr_0 = 3.3719e-04
Loss = 7.1216e-01, PNorm = 46.0299, GNorm = 1.9917, lr_0 = 3.3628e-04
Loss = 7.8269e-01, PNorm = 46.0399, GNorm = 2.0840, lr_0 = 3.3537e-04
Loss = 7.1016e-01, PNorm = 46.0566, GNorm = 6.1022, lr_0 = 3.3447e-04
Loss = 6.8602e-01, PNorm = 46.0684, GNorm = 1.7974, lr_0 = 3.3357e-04
Loss = 6.8647e-01, PNorm = 46.0764, GNorm = 3.0026, lr_0 = 3.3267e-04
Loss = 6.0396e-01, PNorm = 46.0980, GNorm = 1.4835, lr_0 = 3.3177e-04
Loss = 6.4184e-01, PNorm = 46.1088, GNorm = 1.3588, lr_0 = 3.3088e-04
Loss = 7.3628e-01, PNorm = 46.1198, GNorm = 1.9096, lr_0 = 3.2999e-04
Loss = 7.8669e-01, PNorm = 46.1251, GNorm = 1.6147, lr_0 = 3.2910e-04
Loss = 7.6847e-01, PNorm = 46.1363, GNorm = 1.8909, lr_0 = 3.2822e-04
Loss = 6.3393e-01, PNorm = 46.1543, GNorm = 1.6721, lr_0 = 3.2733e-04
Loss = 7.4365e-01, PNorm = 46.1710, GNorm = 1.6913, lr_0 = 3.2645e-04
Loss = 6.1216e-01, PNorm = 46.1814, GNorm = 1.9980, lr_0 = 3.2557e-04
Loss = 8.4557e-01, PNorm = 46.1904, GNorm = 1.6520, lr_0 = 3.2469e-04
Loss = 6.9472e-01, PNorm = 46.2034, GNorm = 1.3345, lr_0 = 3.2382e-04
Loss = 6.9903e-01, PNorm = 46.2184, GNorm = 2.6769, lr_0 = 3.2295e-04
Loss = 6.5083e-01, PNorm = 46.2295, GNorm = 1.7206, lr_0 = 3.2208e-04
Loss = 5.6277e-01, PNorm = 46.2385, GNorm = 2.7288, lr_0 = 3.2121e-04
Loss = 6.8881e-01, PNorm = 46.2515, GNorm = 2.3097, lr_0 = 3.2035e-04
Loss = 6.9846e-01, PNorm = 46.2628, GNorm = 1.4694, lr_0 = 3.1948e-04
Loss = 8.7586e-01, PNorm = 46.2716, GNorm = 1.9943, lr_0 = 3.1862e-04
Loss = 6.9665e-01, PNorm = 46.2841, GNorm = 1.9465, lr_0 = 3.1777e-04
Loss = 6.6726e-01, PNorm = 46.2995, GNorm = 1.3467, lr_0 = 3.1691e-04
Loss = 6.2725e-01, PNorm = 46.3093, GNorm = 1.5189, lr_0 = 3.1606e-04
Loss = 7.1646e-01, PNorm = 46.3209, GNorm = 1.6377, lr_0 = 3.1521e-04
Validation rmse = 0.977954
Epoch 16
Loss = 6.6051e-01, PNorm = 46.3322, GNorm = 2.2321, lr_0 = 3.1436e-04
