Command line
Loss = 7.7043e-01, PNorm = 41.1142, GNorm = 1.4277, lr_0 = 6.5714e-04
Loss = 9.7610e-01, PNorm = 41.1592, GNorm = 1.4130, lr_0 = 6.5536e-04
Loss = 7.0319e-01, PNorm = 41.2058, GNorm = 3.2325, lr_0 = 6.5358e-04
Loss = 7.4400e-01, PNorm = 41.2457, GNorm = 1.4106, lr_0 = 6.5181e-04
Loss = 7.9481e-01, PNorm = 41.2802, GNorm = 2.7307, lr_0 = 6.5004e-04
Loss = 6.5760e-01, PNorm = 41.3085, GNorm = 1.4979, lr_0 = 6.4828e-04
Loss = 7.7568e-01, PNorm = 41.3340, GNorm = 1.8930, lr_0 = 6.4652e-04
Loss = 7.9839e-01, PNorm = 41.3549, GNorm = 1.9120, lr_0 = 6.4477e-04
Loss = 9.4465e-01, PNorm = 41.3933, GNorm = 2.9519, lr_0 = 6.4302e-04
Loss = 7.3742e-01, PNorm = 41.4306, GNorm = 1.6023, lr_0 = 6.4128e-04
Loss = 8.0372e-01, PNorm = 41.4466, GNorm = 2.6719, lr_0 = 6.3954e-04
Loss = 8.4534e-01, PNorm = 41.4792, GNorm = 1.6125, lr_0 = 6.3781e-04
Loss = 7.5592e-01, PNorm = 41.5114, GNorm = 2.9514, lr_0 = 6.3608e-04
Loss = 7.8903e-01, PNorm = 41.5424, GNorm = 1.7074, lr_0 = 6.3436e-04
Loss = 8.4625e-01, PNorm = 41.5646, GNorm = 1.8669, lr_0 = 6.3264e-04
Loss = 7.9297e-01, PNorm = 41.5951, GNorm = 2.9914, lr_0 = 6.3092e-04
Loss = 7.3501e-01, PNorm = 41.6354, GNorm = 3.1958, lr_0 = 6.2921e-04
Loss = 8.5083e-01, PNorm = 41.6737, GNorm = 1.2635, lr_0 = 6.2751e-04
Loss = 7.0119e-01, PNorm = 41.7194, GNorm = 2.4048, lr_0 = 6.2581e-04
Loss = 7.5162e-01, PNorm = 41.7466, GNorm = 3.0099, lr_0 = 6.2411e-04
Loss = 1.0240e+00, PNorm = 41.7788, GNorm = 1.9913, lr_0 = 6.2242e-04
Loss = 8.4185e-01, PNorm = 41.8080, GNorm = 1.5634, lr_0 = 6.2073e-04
Loss = 7.3282e-01, PNorm = 41.8413, GNorm = 2.3929, lr_0 = 6.1905e-04
Loss = 7.6683e-01, PNorm = 41.8705, GNorm = 2.2155, lr_0 = 6.1737e-04
Loss = 6.8235e-01, PNorm = 41.9081, GNorm = 2.0019, lr_0 = 6.1570e-04
Loss = 7.6431e-01, PNorm = 41.9508, GNorm = 2.5409, lr_0 = 6.1403e-04
Loss = 8.1922e-01, PNorm = 41.9811, GNorm = 1.7033, lr_0 = 6.1237e-04
Loss = 7.6479e-01, PNorm = 42.0084, GNorm = 2.3850, lr_0 = 6.1071e-04
Loss = 7.8321e-01, PNorm = 42.0252, GNorm = 2.7231, lr_0 = 6.0905e-04
Validation rmse = 0.966765
Epoch 8
Loss = 7.3857e-01, PNorm = 42.0484, GNorm = 1.9623, lr_0 = 6.0740e-04
Loss = 7.3120e-01, PNorm = 42.0924, GNorm = 1.4664, lr_0 = 6.0575e-04
Loss = 6.8544e-01, PNorm = 42.1345, GNorm = 1.5463, lr_0 = 6.0411e-04
Loss = 8.5534e-01, PNorm = 42.1608, GNorm = 2.3497, lr_0 = 6.0247e-04
Loss = 9.1024e-01, PNorm = 42.1857, GNorm = 2.1045, lr_0 = 6.0084e-04
Loss = 8.8981e-01, PNorm = 42.2108, GNorm = 1.2057, lr_0 = 5.9921e-04
Loss = 9.4492e-01, PNorm = 42.2372, GNorm = 1.7015, lr_0 = 5.9759e-04
Loss = 8.7776e-01, PNorm = 42.2655, GNorm = 2.1003, lr_0 = 5.9597e-04
Loss = 7.6799e-01, PNorm = 42.3031, GNorm = 2.4411, lr_0 = 5.9435e-04
Loss = 7.1670e-01, PNorm = 42.3264, GNorm = 1.5250, lr_0 = 5.9274e-04
Loss = 7.7029e-01, PNorm = 42.3545, GNorm = 7.2263, lr_0 = 5.9114e-04
Loss = 7.1149e-01, PNorm = 42.3956, GNorm = 2.2645, lr_0 = 5.8953e-04
Loss = 7.4441e-01, PNorm = 42.4216, GNorm = 1.8992, lr_0 = 5.8794e-04
Loss = 8.9401e-01, PNorm = 42.4407, GNorm = 1.3701, lr_0 = 5.8634e-04
Loss = 8.1535e-01, PNorm = 42.4779, GNorm = 1.8334, lr_0 = 5.8475e-04
Loss = 7.1897e-01, PNorm = 42.5049, GNorm = 2.4951, lr_0 = 5.8317e-04
Loss = 7.6413e-01, PNorm = 42.5287, GNorm = 2.2491, lr_0 = 5.8159e-04
Loss = 6.1941e-01, PNorm = 42.5511, GNorm = 1.7752, lr_0 = 5.8001e-04
Loss = 8.4307e-01, PNorm = 42.5721, GNorm = 2.0010, lr_0 = 5.7844e-04
Loss = 8.3393e-01, PNorm = 42.6028, GNorm = 2.8527, lr_0 = 5.7687e-04
Loss = 7.7831e-01, PNorm = 42.6289, GNorm = 1.3150, lr_0 = 5.7531e-04
Loss = 9.2417e-01, PNorm = 42.6428, GNorm = 3.3634, lr_0 = 5.7375e-04
Loss = 6.7513e-01, PNorm = 42.6576, GNorm = 2.3439, lr_0 = 5.7219e-04
Loss = 8.2140e-01, PNorm = 42.6757, GNorm = 1.3070, lr_0 = 5.7064e-04
Loss = 6.7816e-01, PNorm = 42.7163, GNorm = 1.8399, lr_0 = 5.6910e-04
Loss = 8.4980e-01, PNorm = 42.7546, GNorm = 0.9694, lr_0 = 5.6755e-04
Loss = 6.3530e-01, PNorm = 42.7872, GNorm = 1.2278, lr_0 = 5.6602e-04
Loss = 7.8930e-01, PNorm = 42.8222, GNorm = 1.6157, lr_0 = 5.6448e-04
Loss = 5.8984e-01, PNorm = 42.8503, GNorm = 1.9440, lr_0 = 5.6295e-04
Loss = 7.3002e-01, PNorm = 42.8655, GNorm = 1.5850, lr_0 = 5.6143e-04
Validation rmse = 0.962793
Epoch 9
Loss = 7.9420e-01, PNorm = 42.8834, GNorm = 1.8784, lr_0 = 5.5990e-04
Loss = 7.8096e-01, PNorm = 42.9059, GNorm = 1.9551, lr_0 = 5.5839e-04
Loss = 7.4396e-01, PNorm = 42.9302, GNorm = 1.5935, lr_0 = 5.5687e-04
Loss = 8.2118e-01, PNorm = 42.9595, GNorm = 2.2393, lr_0 = 5.5536e-04
Loss = 8.3151e-01, PNorm = 42.9922, GNorm = 2.0022, lr_0 = 5.5386e-04
Loss = 7.2529e-01, PNorm = 43.0256, GNorm = 1.9829, lr_0 = 5.5236e-04
Loss = 6.8634e-01, PNorm = 43.0564, GNorm = 1.8856, lr_0 = 5.5086e-04
Loss = 6.9225e-01, PNorm = 43.0880, GNorm = 1.2132, lr_0 = 5.4937e-04
Loss = 7.9393e-01, PNorm = 43.1020, GNorm = 2.2494, lr_0 = 5.4788e-04
Loss = 6.7418e-01, PNorm = 43.1219, GNorm = 1.7107, lr_0 = 5.4639e-04
Loss = 7.5633e-01, PNorm = 43.1446, GNorm = 2.0999, lr_0 = 5.4491e-04
Loss = 9.3071e-01, PNorm = 43.1683, GNorm = 2.0557, lr_0 = 5.4344e-04
Loss = 7.5268e-01, PNorm = 43.1969, GNorm = 1.5609, lr_0 = 5.4196e-04
Loss = 7.1767e-01, PNorm = 43.2354, GNorm = 1.5056, lr_0 = 5.4049e-04
Loss = 6.8759e-01, PNorm = 43.2696, GNorm = 1.3688, lr_0 = 5.3903e-04
Loss = 8.2148e-01, PNorm = 43.2953, GNorm = 1.6950, lr_0 = 5.3757e-04
Loss = 7.3660e-01, PNorm = 43.3149, GNorm = 1.7726, lr_0 = 5.3611e-04
Loss = 8.9783e-01, PNorm = 43.3474, GNorm = 2.1681, lr_0 = 5.3466e-04
Loss = 7.6576e-01, PNorm = 43.3771, GNorm = 1.7711, lr_0 = 5.3321e-04
Loss = 7.1388e-01, PNorm = 43.4031, GNorm = 2.0244, lr_0 = 5.3176e-04
Loss = 6.4876e-01, PNorm = 43.4295, GNorm = 2.3132, lr_0 = 5.3032e-04
Loss = 6.1395e-01, PNorm = 43.4465, GNorm = 1.7229, lr_0 = 5.2889e-04
Loss = 8.2479e-01, PNorm = 43.4737, GNorm = 1.8295, lr_0 = 5.2745e-04
Loss = 8.0776e-01, PNorm = 43.4961, GNorm = 2.0153, lr_0 = 5.2602e-04
Loss = 7.1648e-01, PNorm = 43.5179, GNorm = 1.5001, lr_0 = 5.2460e-04
Loss = 7.6228e-01, PNorm = 43.5377, GNorm = 3.4111, lr_0 = 5.2317e-04
Loss = 8.2892e-01, PNorm = 43.5650, GNorm = 2.0276, lr_0 = 5.2176e-04
Loss = 8.0505e-01, PNorm = 43.5920, GNorm = 1.4584, lr_0 = 5.2034e-04
Loss = 7.6843e-01, PNorm = 43.6147, GNorm = 1.4008, lr_0 = 5.1893e-04
Loss = 6.2206e-01, PNorm = 43.6313, GNorm = 2.1648, lr_0 = 5.1753e-04
Validation rmse = 0.966807
Epoch 10
Loss = 7.7527e-01, PNorm = 43.6400, GNorm = 1.2205, lr_0 = 5.1598e-04
Loss = 8.3629e-01, PNorm = 43.6643, GNorm = 1.7469, lr_0 = 5.1458e-04
Loss = 6.0914e-01, PNorm = 43.6919, GNorm = 1.3978, lr_0 = 5.1319e-04
Loss = 7.2420e-01, PNorm = 43.7088, GNorm = 15.2515, lr_0 = 5.1180e-04
Loss = 6.6352e-01, PNorm = 43.7283, GNorm = 1.4735, lr_0 = 5.1041e-04
Loss = 8.4191e-01, PNorm = 43.7471, GNorm = 1.5285, lr_0 = 5.0903e-04
Loss = 7.4968e-01, PNorm = 43.7670, GNorm = 2.8828, lr_0 = 5.0765e-04
Loss = 7.8840e-01, PNorm = 43.7926, GNorm = 2.4954, lr_0 = 5.0627e-04
Loss = 7.4021e-01, PNorm = 43.8116, GNorm = 2.2781, lr_0 = 5.0490e-04
Loss = 7.6696e-01, PNorm = 43.8409, GNorm = 1.6687, lr_0 = 5.0353e-04
Loss = 6.1862e-01, PNorm = 43.8627, GNorm = 1.4754, lr_0 = 5.0217e-04
Loss = 6.5852e-01, PNorm = 43.8864, GNorm = 3.0533, lr_0 = 5.0081e-04
Loss = 7.5309e-01, PNorm = 43.9062, GNorm = 3.2758, lr_0 = 4.9945e-04
Loss = 6.1077e-01, PNorm = 43.9330, GNorm = 1.6805, lr_0 = 4.9810e-04
Loss = 6.2802e-01, PNorm = 43.9603, GNorm = 2.2529, lr_0 = 4.9675e-04
Loss = 7.0868e-01, PNorm = 43.9857, GNorm = 2.0096, lr_0 = 4.9540e-04
Loss = 7.4974e-01, PNorm = 44.0035, GNorm = 2.0365, lr_0 = 4.9406e-04
Loss = 7.0620e-01, PNorm = 44.0206, GNorm = 2.6187, lr_0 = 4.9272e-04
Loss = 9.3594e-01, PNorm = 44.0415, GNorm = 1.8526, lr_0 = 4.9138e-04
Loss = 7.6679e-01, PNorm = 44.0779, GNorm = 2.0103, lr_0 = 4.9005e-04
Loss = 7.2873e-01, PNorm = 44.0991, GNorm = 1.5729, lr_0 = 4.8872e-04
Loss = 8.6492e-01, PNorm = 44.1151, GNorm = 2.4939, lr_0 = 4.8740e-04
Loss = 7.3333e-01, PNorm = 44.1382, GNorm = 1.0816, lr_0 = 4.8608e-04
Loss = 7.2896e-01, PNorm = 44.1692, GNorm = 2.1307, lr_0 = 4.8476e-04
Loss = 6.9706e-01, PNorm = 44.2002, GNorm = 1.4462, lr_0 = 4.8344e-04
Loss = 8.2372e-01, PNorm = 44.2204, GNorm = 1.7783, lr_0 = 4.8213e-04
Loss = 8.1532e-01, PNorm = 44.2355, GNorm = 2.0889, lr_0 = 4.8083e-04
Loss = 8.9620e-01, PNorm = 44.2655, GNorm = 1.8106, lr_0 = 4.7952e-04
Loss = 7.9624e-01, PNorm = 44.2951, GNorm = 2.0577, lr_0 = 4.7822e-04
Loss = 7.0282e-01, PNorm = 44.3208, GNorm = 1.7752, lr_0 = 4.7693e-04
Loss = 7.0944e-01, PNorm = 44.3392, GNorm = 2.4058, lr_0 = 4.7564e-04
Validation rmse = 0.970095
Epoch 11
Loss = 6.5181e-01, PNorm = 44.3469, GNorm = 1.5324, lr_0 = 4.7435e-04
Loss = 8.9811e-01, PNorm = 44.3734, GNorm = 2.2409, lr_0 = 4.7306e-04
Loss = 7.4072e-01, PNorm = 44.4107, GNorm = 3.0422, lr_0 = 4.7178e-04
Loss = 6.9293e-01, PNorm = 44.4440, GNorm = 1.4124, lr_0 = 4.7050e-04
Loss = 8.6250e-01, PNorm = 44.4671, GNorm = 1.5121, lr_0 = 4.6923e-04
Loss = 6.2785e-01, PNorm = 44.4819, GNorm = 1.2493, lr_0 = 4.6795e-04
Loss = 7.4619e-01, PNorm = 44.4972, GNorm = 1.9546, lr_0 = 4.6669e-04
Loss = 6.9854e-01, PNorm = 44.5092, GNorm = 2.1802, lr_0 = 4.6542e-04
Loss = 8.1700e-01, PNorm = 44.5273, GNorm = 1.8551, lr_0 = 4.6416e-04
Loss = 6.9382e-01, PNorm = 44.5472, GNorm = 1.8594, lr_0 = 4.6290e-04
Loss = 7.3552e-01, PNorm = 44.5702, GNorm = 1.4447, lr_0 = 4.6165e-04
Loss = 8.3188e-01, PNorm = 44.5815, GNorm = 2.1842, lr_0 = 4.6040e-04
Loss = 6.3040e-01, PNorm = 44.6009, GNorm = 1.3712, lr_0 = 4.5915e-04
Loss = 6.1453e-01, PNorm = 44.6238, GNorm = 1.6070, lr_0 = 4.5790e-04
Loss = 6.2911e-01, PNorm = 44.6354, GNorm = 0.9372, lr_0 = 4.5666e-04
Loss = 7.4639e-01, PNorm = 44.6507, GNorm = 1.5707, lr_0 = 4.5542e-04
Loss = 9.1761e-01, PNorm = 44.6812, GNorm = 3.0130, lr_0 = 4.5419e-04
Loss = 6.9052e-01, PNorm = 44.7068, GNorm = 1.3023, lr_0 = 4.5296e-04
Loss = 7.4513e-01, PNorm = 44.7294, GNorm = 1.8597, lr_0 = 4.5173e-04
Loss = 7.3993e-01, PNorm = 44.7489, GNorm = 1.6546, lr_0 = 4.5051e-04
Loss = 7.2580e-01, PNorm = 44.7534, GNorm = 1.8690, lr_0 = 4.4929e-04
Loss = 7.9688e-01, PNorm = 44.7675, GNorm = 2.2819, lr_0 = 4.4807e-04
Loss = 6.5594e-01, PNorm = 44.7892, GNorm = 2.3398, lr_0 = 4.4685e-04
Loss = 7.2146e-01, PNorm = 44.8119, GNorm = 1.5753, lr_0 = 4.4564e-04
Loss = 7.1603e-01, PNorm = 44.8347, GNorm = 1.9645, lr_0 = 4.4443e-04
Loss = 6.8596e-01, PNorm = 44.8582, GNorm = 1.9435, lr_0 = 4.4323e-04
Loss = 6.6191e-01, PNorm = 44.8662, GNorm = 1.5696, lr_0 = 4.4203e-04
Loss = 8.6638e-01, PNorm = 44.8796, GNorm = 1.3598, lr_0 = 4.4083e-04
Loss = 6.8002e-01, PNorm = 44.8959, GNorm = 2.0594, lr_0 = 4.3964e-04
Loss = 7.4911e-01, PNorm = 44.9089, GNorm = 1.7445, lr_0 = 4.3844e-04
Validation rmse = 0.964050
Epoch 12
Loss = 6.8928e-01, PNorm = 44.9317, GNorm = 1.8276, lr_0 = 4.3726e-04
Loss = 7.1888e-01, PNorm = 44.9493, GNorm = 1.0913, lr_0 = 4.3607e-04
Loss = 6.1849e-01, PNorm = 44.9646, GNorm = 2.2010, lr_0 = 4.3489e-04
Loss = 7.3644e-01, PNorm = 44.9883, GNorm = 1.7839, lr_0 = 4.3371e-04
Loss = 7.6912e-01, PNorm = 45.0128, GNorm = 1.3098, lr_0 = 4.3253e-04
Loss = 6.9773e-01, PNorm = 45.0285, GNorm = 1.5456, lr_0 = 4.3136e-04
Loss = 7.1554e-01, PNorm = 45.0447, GNorm = 2.2907, lr_0 = 4.3019e-04
Loss = 7.3189e-01, PNorm = 45.0666, GNorm = 3.0046, lr_0 = 4.2903e-04
Loss = 6.9822e-01, PNorm = 45.0814, GNorm = 1.0721, lr_0 = 4.2786e-04
Loss = 7.7971e-01, PNorm = 45.1000, GNorm = 1.4764, lr_0 = 4.2670e-04
Loss = 7.0920e-01, PNorm = 45.1174, GNorm = 1.9361, lr_0 = 4.2555e-04
Loss = 6.4777e-01, PNorm = 45.1307, GNorm = 1.7676, lr_0 = 4.2439e-04
Loss = 8.4981e-01, PNorm = 45.1445, GNorm = 1.8410, lr_0 = 4.2324e-04
Loss = 8.1006e-01, PNorm = 45.1662, GNorm = 1.8262, lr_0 = 4.2210e-04
Loss = 7.7326e-01, PNorm = 45.1963, GNorm = 1.4061, lr_0 = 4.2095e-04
Loss = 7.1400e-01, PNorm = 45.2229, GNorm = 1.4514, lr_0 = 4.1981e-04
Loss = 5.8460e-01, PNorm = 45.2437, GNorm = 1.2956, lr_0 = 4.1867e-04
Loss = 7.8991e-01, PNorm = 45.2555, GNorm = 2.2691, lr_0 = 4.1754e-04
Loss = 6.2523e-01, PNorm = 45.2753, GNorm = 1.1638, lr_0 = 4.1641e-04
Loss = 7.6833e-01, PNorm = 45.2909, GNorm = 1.8438, lr_0 = 4.1528e-04
Loss = 6.7190e-01, PNorm = 45.3104, GNorm = 1.5596, lr_0 = 4.1415e-04
Loss = 5.6797e-01, PNorm = 45.3298, GNorm = 1.8449, lr_0 = 4.1303e-04
Loss = 6.7538e-01, PNorm = 45.3430, GNorm = 1.8418, lr_0 = 4.1191e-04
Loss = 7.6735e-01, PNorm = 45.3672, GNorm = 3.6135, lr_0 = 4.1080e-04
Loss = 6.7741e-01, PNorm = 45.3803, GNorm = 1.7205, lr_0 = 4.0968e-04
Loss = 7.0461e-01, PNorm = 45.3898, GNorm = 1.3432, lr_0 = 4.0857e-04
Loss = 7.0535e-01, PNorm = 45.3934, GNorm = 2.3777, lr_0 = 4.0746e-04
Loss = 8.9984e-01, PNorm = 45.4054, GNorm = 2.2166, lr_0 = 4.0636e-04
Loss = 6.9574e-01, PNorm = 45.4212, GNorm = 2.2553, lr_0 = 4.0526e-04
Loss = 7.3874e-01, PNorm = 45.4326, GNorm = 1.3530, lr_0 = 4.0416e-04
Validation rmse = 0.958115
Epoch 13
Loss = 6.4841e-01, PNorm = 45.4467, GNorm = 4.0100, lr_0 = 4.0306e-04
Loss = 7.0764e-01, PNorm = 45.4632, GNorm = 1.0375, lr_0 = 4.0197e-04
Loss = 6.3777e-01, PNorm = 45.4837, GNorm = 2.5060, lr_0 = 4.0088e-04
Loss = 6.5400e-01, PNorm = 45.5062, GNorm = 1.5333, lr_0 = 3.9980e-04
Loss = 5.9798e-01, PNorm = 45.5230, GNorm = 2.1709, lr_0 = 3.9871e-04
Loss = 6.5359e-01, PNorm = 45.5339, GNorm = 11.5783, lr_0 = 3.9763e-04
Loss = 6.8470e-01, PNorm = 45.5453, GNorm = 2.1319, lr_0 = 3.9655e-04
Loss = 6.8147e-01, PNorm = 45.5583, GNorm = 5.0318, lr_0 = 3.9548e-04
Loss = 6.8672e-01, PNorm = 45.5700, GNorm = 2.2317, lr_0 = 3.9441e-04
Loss = 7.1509e-01, PNorm = 45.5816, GNorm = 4.5965, lr_0 = 3.9334e-04
Loss = 7.7122e-01, PNorm = 45.5942, GNorm = 3.6091, lr_0 = 3.9227e-04
Loss = 7.4025e-01, PNorm = 45.6187, GNorm = 1.6901, lr_0 = 3.9121e-04
Loss = 6.9006e-01, PNorm = 45.6349, GNorm = 2.1130, lr_0 = 3.9015e-04
Loss = 7.8208e-01, PNorm = 45.6539, GNorm = 2.1283, lr_0 = 3.8909e-04
Loss = 6.1502e-01, PNorm = 45.6725, GNorm = 2.0898, lr_0 = 3.8804e-04
Loss = 7.7164e-01, PNorm = 45.6975, GNorm = 3.3285, lr_0 = 3.8699e-04
Loss = 5.3370e-01, PNorm = 45.7162, GNorm = 2.9512, lr_0 = 3.8594e-04
Loss = 7.2260e-01, PNorm = 45.7327, GNorm = 6.6139, lr_0 = 3.8489e-04
Loss = 7.3231e-01, PNorm = 45.7466, GNorm = 1.9588, lr_0 = 3.8385e-04
Loss = 9.8085e-01, PNorm = 45.7573, GNorm = 2.7820, lr_0 = 3.8281e-04
Loss = 7.0433e-01, PNorm = 45.7636, GNorm = 1.3479, lr_0 = 3.8177e-04
Loss = 7.3462e-01, PNorm = 45.7803, GNorm = 2.1391, lr_0 = 3.8073e-04
Loss = 6.2076e-01, PNorm = 45.7999, GNorm = 2.4267, lr_0 = 3.7970e-04
Loss = 7.3217e-01, PNorm = 45.8217, GNorm = 1.3531, lr_0 = 3.7867e-04
Loss = 6.0388e-01, PNorm = 45.8338, GNorm = 1.4306, lr_0 = 3.7765e-04
Loss = 7.8488e-01, PNorm = 45.8503, GNorm = 3.0521, lr_0 = 3.7662e-04
Loss = 7.9520e-01, PNorm = 45.8666, GNorm = 1.6195, lr_0 = 3.7560e-04
Loss = 6.8963e-01, PNorm = 45.8771, GNorm = 2.1175, lr_0 = 3.7458e-04
Loss = 7.1350e-01, PNorm = 45.8849, GNorm = 1.7400, lr_0 = 3.7357e-04
Loss = 6.7943e-01, PNorm = 45.9081, GNorm = 2.5372, lr_0 = 3.7256e-04
Loss = 7.4605e-01, PNorm = 45.9234, GNorm = 1.7908, lr_0 = 3.7155e-04
Validation rmse = 0.959533
Epoch 14
Loss = 6.1768e-01, PNorm = 45.9369, GNorm = 1.3441, lr_0 = 3.7044e-04
Loss = 6.2502e-01, PNorm = 45.9462, GNorm = 1.3959, lr_0 = 3.6944e-04
Loss = 6.6385e-01, PNorm = 45.9609, GNorm = 1.7151, lr_0 = 3.6843e-04
Loss = 6.8477e-01, PNorm = 45.9820, GNorm = 1.6129, lr_0 = 3.6744e-04
Loss = 6.0707e-01, PNorm = 45.9962, GNorm = 1.3225, lr_0 = 3.6644e-04
Loss = 6.5394e-01, PNorm = 46.0108, GNorm = 2.4687, lr_0 = 3.6545e-04
Loss = 6.7218e-01, PNorm = 46.0252, GNorm = 2.2627, lr_0 = 3.6446e-04
Loss = 7.2011e-01, PNorm = 46.0395, GNorm = 1.4461, lr_0 = 3.6347e-04
Loss = 7.6802e-01, PNorm = 46.0568, GNorm = 12.1857, lr_0 = 3.6248e-04
Loss = 6.6280e-01, PNorm = 46.0705, GNorm = 1.7676, lr_0 = 3.6150e-04
Loss = 6.2009e-01, PNorm = 46.0815, GNorm = 2.1169, lr_0 = 3.6052e-04
Loss = 7.4221e-01, PNorm = 46.0954, GNorm = 16.6409, lr_0 = 3.5954e-04
Loss = 7.0207e-01, PNorm = 46.1095, GNorm = 2.0498, lr_0 = 3.5857e-04
Loss = 6.2788e-01, PNorm = 46.1181, GNorm = 2.0000, lr_0 = 3.5760e-04
Loss = 6.8417e-01, PNorm = 46.1298, GNorm = 1.8251, lr_0 = 3.5663e-04
Loss = 6.4531e-01, PNorm = 46.1478, GNorm = 1.6874, lr_0 = 3.5566e-04
Loss = 6.7403e-01, PNorm = 46.1664, GNorm = 1.9030, lr_0 = 3.5470e-04
Loss = 6.6551e-01, PNorm = 46.1774, GNorm = 2.2192, lr_0 = 3.5374e-04
Loss = 7.3152e-01, PNorm = 46.1879, GNorm = 1.4874, lr_0 = 3.5278e-04
Loss = 7.8137e-01, PNorm = 46.1977, GNorm = 1.4934, lr_0 = 3.5182e-04
Loss = 6.2918e-01, PNorm = 46.2109, GNorm = 1.7753, lr_0 = 3.5087e-04
Loss = 6.5926e-01, PNorm = 46.2241, GNorm = 1.3138, lr_0 = 3.4992e-04
Loss = 8.9918e-01, PNorm = 46.2332, GNorm = 1.6147, lr_0 = 3.4897e-04
Loss = 8.1198e-01, PNorm = 46.2533, GNorm = 2.0017, lr_0 = 3.4802e-04
Loss = 6.7629e-01, PNorm = 46.2785, GNorm = 2.6853, lr_0 = 3.4708e-04
Loss = 6.4135e-01, PNorm = 46.2930, GNorm = 2.6146, lr_0 = 3.4614e-04
Loss = 6.4484e-01, PNorm = 46.2967, GNorm = 1.5510, lr_0 = 3.4520e-04
Loss = 6.2740e-01, PNorm = 46.3030, GNorm = 1.9552, lr_0 = 3.4427e-04
Loss = 7.4179e-01, PNorm = 46.3256, GNorm = 1.8446, lr_0 = 3.4333e-04
Loss = 7.7242e-01, PNorm = 46.3474, GNorm = 3.9636, lr_0 = 3.4240e-04
Validation rmse = 0.953799
Epoch 15
Loss = 7.4477e-01, PNorm = 46.3578, GNorm = 2.6394, lr_0 = 3.4147e-04
Loss = 6.6262e-01, PNorm = 46.3763, GNorm = 2.4292, lr_0 = 3.4055e-04
Loss = 6.6134e-01, PNorm = 46.3958, GNorm = 1.9548, lr_0 = 3.3962e-04
Loss = 5.9345e-01, PNorm = 46.4119, GNorm = 1.7795, lr_0 = 3.3870e-04
Loss = 5.5102e-01, PNorm = 46.4251, GNorm = 2.4455, lr_0 = 3.3779e-04
Loss = 5.1082e-01, PNorm = 46.4369, GNorm = 1.9775, lr_0 = 3.3687e-04
Loss = 6.6176e-01, PNorm = 46.4433, GNorm = 2.7538, lr_0 = 3.3596e-04
Loss = 7.1958e-01, PNorm = 46.4607, GNorm = 2.0455, lr_0 = 3.3505e-04
Loss = 6.9791e-01, PNorm = 46.4692, GNorm = 2.0860, lr_0 = 3.3414e-04
Loss = 6.4449e-01, PNorm = 46.4740, GNorm = 1.5401, lr_0 = 3.3323e-04
Loss = 6.4459e-01, PNorm = 46.4770, GNorm = 1.8443, lr_0 = 3.3233e-04
Loss = 7.4242e-01, PNorm = 46.4890, GNorm = 4.4461, lr_0 = 3.3143e-04
Loss = 5.7477e-01, PNorm = 46.5028, GNorm = 3.1616, lr_0 = 3.3053e-04
Loss = 6.2391e-01, PNorm = 46.5141, GNorm = 2.3533, lr_0 = 3.2964e-04
Loss = 6.4502e-01, PNorm = 46.5228, GNorm = 1.5979, lr_0 = 3.2874e-04
Loss = 7.0780e-01, PNorm = 46.5371, GNorm = 1.8406, lr_0 = 3.2785e-04
Loss = 5.2993e-01, PNorm = 46.5519, GNorm = 2.4415, lr_0 = 3.2696e-04
Loss = 6.9092e-01, PNorm = 46.5596, GNorm = 2.0460, lr_0 = 3.2608e-04
Loss = 7.5256e-01, PNorm = 46.5716, GNorm = 4.1547, lr_0 = 3.2519e-04
Loss = 9.0083e-01, PNorm = 46.5896, GNorm = 3.7326, lr_0 = 3.2431e-04
Loss = 6.6173e-01, PNorm = 46.6090, GNorm = 1.4316, lr_0 = 3.2343e-04
Loss = 7.0209e-01, PNorm = 46.6223, GNorm = 2.4493, lr_0 = 3.2256e-04
Loss = 6.1060e-01, PNorm = 46.6341, GNorm = 1.3564, lr_0 = 3.2168e-04
Loss = 7.2855e-01, PNorm = 46.6462, GNorm = 1.6638, lr_0 = 3.2081e-04
Loss = 7.3302e-01, PNorm = 46.6581, GNorm = 2.5232, lr_0 = 3.1994e-04
Loss = 7.0204e-01, PNorm = 46.6744, GNorm = 2.0333, lr_0 = 3.1907e-04
Loss = 7.8667e-01, PNorm = 46.6941, GNorm = 3.1936, lr_0 = 3.1821e-04
Loss = 7.4102e-01, PNorm = 46.7111, GNorm = 1.8653, lr_0 = 3.1735e-04
Loss = 7.9765e-01, PNorm = 46.7190, GNorm = 2.5964, lr_0 = 3.1649e-04
Loss = 6.7311e-01, PNorm = 46.7284, GNorm = 1.8924, lr_0 = 3.1563e-04
Loss = 7.6621e-01, PNorm = 46.7394, GNorm = 2.1029, lr_0 = 3.1477e-04
Validation rmse = 0.961866
Epoch 16
Loss = 8.3029e-01, PNorm = 46.7472, GNorm = 3.1015, lr_0 = 3.1392e-04
Loss = 6.5123e-01, PNorm = 46.7621, GNorm = 3.0717, lr_0 = 3.1307e-04
Loss = 7.6522e-01, PNorm = 46.7787, GNorm = 1.8516, lr_0 = 3.1222e-04
Loss = 6.3949e-01, PNorm = 46.7936, GNorm = 2.0493, lr_0 = 3.1137e-04
