Command line
Loss = 1.1134e+00, PNorm = 35.4802, GNorm = 4.0180, lr_0 = 9.7693e-04
Loss = 9.6137e-01, PNorm = 35.5107, GNorm = 2.4110, lr_0 = 9.7428e-04
Loss = 9.2269e-01, PNorm = 35.5497, GNorm = 2.3903, lr_0 = 9.7164e-04
Loss = 9.8834e-01, PNorm = 35.5945, GNorm = 2.5150, lr_0 = 9.6901e-04
Loss = 8.1542e-01, PNorm = 35.6353, GNorm = 1.7585, lr_0 = 9.6638e-04
Loss = 9.4690e-01, PNorm = 35.6826, GNorm = 2.9744, lr_0 = 9.6376e-04
Loss = 1.7918e+00, PNorm = 35.6943, GNorm = 2.4567, lr_0 = 9.6115e-04
Loss = 1.1588e+00, PNorm = 35.7140, GNorm = 2.3834, lr_0 = 9.5854e-04
Loss = 8.9784e-01, PNorm = 35.7496, GNorm = 1.7962, lr_0 = 9.5595e-04
Loss = 9.4947e-01, PNorm = 35.7777, GNorm = 2.5447, lr_0 = 9.5336e-04
Loss = 8.5791e-01, PNorm = 35.8013, GNorm = 4.0482, lr_0 = 9.5077e-04
Loss = 1.4843e+00, PNorm = 35.8252, GNorm = 3.0651, lr_0 = 9.4820e-04
Loss = 1.0513e+00, PNorm = 35.8685, GNorm = 1.6710, lr_0 = 9.4563e-04
Loss = 1.0951e+00, PNorm = 35.9159, GNorm = 1.4055, lr_0 = 9.4306e-04
Loss = 9.7352e-01, PNorm = 35.9469, GNorm = 2.1208, lr_0 = 9.4051e-04
Loss = 9.7548e-01, PNorm = 35.9693, GNorm = 2.0160, lr_0 = 9.3796e-04
Loss = 9.9493e-01, PNorm = 35.9869, GNorm = 2.6012, lr_0 = 9.3541e-04
Loss = 9.5921e-01, PNorm = 36.0221, GNorm = 1.4113, lr_0 = 9.3288e-04
Loss = 1.1150e+00, PNorm = 36.0494, GNorm = 2.0347, lr_0 = 9.3035e-04
Loss = 1.0904e+00, PNorm = 36.0622, GNorm = 1.2435, lr_0 = 9.2783e-04
Loss = 1.6929e+00, PNorm = 36.0942, GNorm = 3.6204, lr_0 = 9.2531e-04
Loss = 1.1608e+00, PNorm = 36.1413, GNorm = 2.9413, lr_0 = 9.2281e-04
Loss = 8.1873e-01, PNorm = 36.1916, GNorm = 2.1366, lr_0 = 9.2031e-04
Validation rmse = 1.003443
Epoch 3
Loss = 9.4034e-01, PNorm = 36.2369, GNorm = 2.4210, lr_0 = 9.1781e-04
Loss = 8.7575e-01, PNorm = 36.2647, GNorm = 2.3017, lr_0 = 9.1532e-04
Loss = 8.2539e-01, PNorm = 36.2947, GNorm = 2.4675, lr_0 = 9.1284e-04
Loss = 9.3694e-01, PNorm = 36.3270, GNorm = 9.6404, lr_0 = 9.1037e-04
Loss = 9.0028e-01, PNorm = 36.3545, GNorm = 1.7616, lr_0 = 9.0790e-04
Loss = 9.2346e-01, PNorm = 36.3886, GNorm = 3.7643, lr_0 = 9.0544e-04
Loss = 9.8162e-01, PNorm = 36.4126, GNorm = 2.1269, lr_0 = 9.0299e-04
Loss = 7.3340e-01, PNorm = 36.4546, GNorm = 2.0425, lr_0 = 9.0054e-04
Loss = 8.0005e-01, PNorm = 36.4899, GNorm = 1.4214, lr_0 = 8.9810e-04
Loss = 9.7343e-01, PNorm = 36.5331, GNorm = 2.5378, lr_0 = 8.9566e-04
Loss = 1.3250e+00, PNorm = 36.5731, GNorm = 2.1127, lr_0 = 8.9324e-04
Loss = 8.6527e-01, PNorm = 36.6406, GNorm = 1.4421, lr_0 = 8.9082e-04
Loss = 9.5867e-01, PNorm = 36.6801, GNorm = 4.6075, lr_0 = 8.8840e-04
Loss = 1.0994e+00, PNorm = 36.7090, GNorm = 3.3048, lr_0 = 8.8599e-04
Loss = 1.1576e+00, PNorm = 36.7101, GNorm = 2.4348, lr_0 = 8.8359e-04
Loss = 1.0622e+00, PNorm = 36.7301, GNorm = 1.4819, lr_0 = 8.8120e-04
Loss = 8.2628e-01, PNorm = 36.7796, GNorm = 1.5129, lr_0 = 8.7881e-04
Loss = 9.0006e-01, PNorm = 36.8189, GNorm = 48.5852, lr_0 = 8.7643e-04
Loss = 9.4897e-01, PNorm = 36.8340, GNorm = 2.2105, lr_0 = 8.7405e-04
Loss = 9.7456e-01, PNorm = 36.8828, GNorm = 2.7291, lr_0 = 8.7168e-04
Loss = 9.2448e-01, PNorm = 36.9217, GNorm = 2.2801, lr_0 = 8.6932e-04
Loss = 1.7013e+00, PNorm = 36.9639, GNorm = 1.9331, lr_0 = 8.6696e-04
Loss = 8.9199e-01, PNorm = 37.0360, GNorm = 1.6602, lr_0 = 8.6461e-04
Loss = 1.0239e+00, PNorm = 37.0939, GNorm = 3.0855, lr_0 = 8.6227e-04
Loss = 8.1314e-01, PNorm = 37.1502, GNorm = 1.8799, lr_0 = 8.5993e-04
Loss = 1.0574e+00, PNorm = 37.2152, GNorm = 2.5738, lr_0 = 8.5760e-04
Loss = 1.2053e+00, PNorm = 37.2924, GNorm = 1.4036, lr_0 = 8.5528e-04
Loss = 1.0351e+00, PNorm = 37.3383, GNorm = 2.1264, lr_0 = 8.5296e-04
Loss = 7.5979e-01, PNorm = 37.3595, GNorm = 2.2253, lr_0 = 8.5065e-04
Loss = 1.1795e+00, PNorm = 37.4029, GNorm = 2.1852, lr_0 = 8.4834e-04
Validation rmse = 0.984730
Epoch 4
Loss = 8.4106e-01, PNorm = 37.4358, GNorm = 1.8633, lr_0 = 8.4604e-04
Loss = 9.1244e-01, PNorm = 37.4821, GNorm = 1.0897, lr_0 = 8.4375e-04
Loss = 8.9103e-01, PNorm = 37.5127, GNorm = 3.8889, lr_0 = 8.4146e-04
Loss = 8.3547e-01, PNorm = 37.5497, GNorm = 2.4196, lr_0 = 8.3918e-04
Loss = 7.1007e-01, PNorm = 37.5934, GNorm = 1.8785, lr_0 = 8.3691e-04
Loss = 8.9092e-01, PNorm = 37.6241, GNorm = 2.1988, lr_0 = 8.3464e-04
Loss = 8.6589e-01, PNorm = 37.6583, GNorm = 1.3211, lr_0 = 8.3238e-04
Loss = 9.4622e-01, PNorm = 37.6860, GNorm = 1.6086, lr_0 = 8.3012e-04
Loss = 9.4861e-01, PNorm = 37.7428, GNorm = 2.1975, lr_0 = 8.2787e-04
Loss = 9.3603e-01, PNorm = 37.7873, GNorm = 1.4587, lr_0 = 8.2563e-04
Loss = 1.0918e+00, PNorm = 37.8402, GNorm = 2.1299, lr_0 = 8.2339e-04
Loss = 7.7220e-01, PNorm = 37.8994, GNorm = 1.5370, lr_0 = 8.2116e-04
Loss = 8.2415e-01, PNorm = 37.9426, GNorm = 2.0593, lr_0 = 8.1893e-04
Loss = 8.2498e-01, PNorm = 37.9884, GNorm = 3.0490, lr_0 = 8.1671e-04
Loss = 7.1070e-01, PNorm = 38.0435, GNorm = 2.0731, lr_0 = 8.1450e-04
Loss = 1.0431e+00, PNorm = 38.0855, GNorm = 2.7444, lr_0 = 8.1229e-04
Loss = 7.4529e-01, PNorm = 38.1383, GNorm = 5.3196, lr_0 = 8.1009e-04
Loss = 7.1202e-01, PNorm = 38.2014, GNorm = 1.4898, lr_0 = 8.0790e-04
Loss = 9.3533e-01, PNorm = 38.2405, GNorm = 1.5312, lr_0 = 8.0571e-04
Loss = 9.4153e-01, PNorm = 38.2817, GNorm = 1.5505, lr_0 = 8.0352e-04
Loss = 9.6586e-01, PNorm = 38.3364, GNorm = 1.8644, lr_0 = 8.0134e-04
Loss = 7.8875e-01, PNorm = 38.3875, GNorm = 2.1607, lr_0 = 7.9917e-04
Loss = 9.3184e-01, PNorm = 38.4257, GNorm = 1.7413, lr_0 = 7.9701e-04
Loss = 1.0622e+00, PNorm = 38.4871, GNorm = 2.3088, lr_0 = 7.9485e-04
Loss = 1.0048e+00, PNorm = 38.5359, GNorm = 3.1085, lr_0 = 7.9269e-04
Loss = 8.1575e-01, PNorm = 38.5812, GNorm = 2.0312, lr_0 = 7.9054e-04
Loss = 8.9377e-01, PNorm = 38.5973, GNorm = 1.5402, lr_0 = 7.8840e-04
Loss = 9.0524e-01, PNorm = 38.6206, GNorm = 1.6514, lr_0 = 7.8626e-04
Loss = 7.5636e-01, PNorm = 38.6605, GNorm = 1.2807, lr_0 = 7.8413e-04
Loss = 7.6505e-01, PNorm = 38.6914, GNorm = 2.0280, lr_0 = 7.8201e-04
Validation rmse = 0.984596
Epoch 5
Loss = 1.0878e+00, PNorm = 38.7375, GNorm = 2.0654, lr_0 = 7.7968e-04
Loss = 7.8897e-01, PNorm = 38.7783, GNorm = 2.1423, lr_0 = 7.7756e-04
Loss = 7.7775e-01, PNorm = 38.8133, GNorm = 3.4294, lr_0 = 7.7546e-04
Loss = 8.3698e-01, PNorm = 38.8564, GNorm = 2.8597, lr_0 = 7.7335e-04
Loss = 7.4943e-01, PNorm = 38.8991, GNorm = 1.5105, lr_0 = 7.7126e-04
Loss = 8.4713e-01, PNorm = 38.9308, GNorm = 1.2271, lr_0 = 7.6917e-04
Loss = 9.3619e-01, PNorm = 38.9850, GNorm = 0.9286, lr_0 = 7.6708e-04
Loss = 8.9398e-01, PNorm = 39.0230, GNorm = 1.8443, lr_0 = 7.6500e-04
Loss = 8.3752e-01, PNorm = 39.0514, GNorm = 2.2749, lr_0 = 7.6293e-04
Loss = 7.7736e-01, PNorm = 39.1069, GNorm = 1.7678, lr_0 = 7.6086e-04
Loss = 9.0331e-01, PNorm = 39.1555, GNorm = 2.2263, lr_0 = 7.5880e-04
Loss = 8.1994e-01, PNorm = 39.2226, GNorm = 3.2222, lr_0 = 7.5674e-04
Loss = 8.0832e-01, PNorm = 39.2779, GNorm = 2.0793, lr_0 = 7.5469e-04
Loss = 8.9426e-01, PNorm = 39.3167, GNorm = 11.5087, lr_0 = 7.5265e-04
Loss = 8.9492e-01, PNorm = 39.3642, GNorm = 2.5138, lr_0 = 7.5061e-04
Loss = 8.9400e-01, PNorm = 39.3991, GNorm = 1.7932, lr_0 = 7.4857e-04
Loss = 7.6659e-01, PNorm = 39.4311, GNorm = 1.7419, lr_0 = 7.4654e-04
Loss = 7.8799e-01, PNorm = 39.4798, GNorm = 1.7821, lr_0 = 7.4452e-04
Loss = 8.6939e-01, PNorm = 39.5237, GNorm = 2.2311, lr_0 = 7.4250e-04
Loss = 1.0532e+00, PNorm = 39.5763, GNorm = 2.2869, lr_0 = 7.4049e-04
Loss = 9.1071e-01, PNorm = 39.6297, GNorm = 3.2241, lr_0 = 7.3848e-04
Loss = 9.1935e-01, PNorm = 39.6432, GNorm = 2.0363, lr_0 = 7.3648e-04
Loss = 7.3413e-01, PNorm = 39.6740, GNorm = 2.4970, lr_0 = 7.3449e-04
Loss = 8.1392e-01, PNorm = 39.6980, GNorm = 1.7258, lr_0 = 7.3249e-04
Loss = 9.1499e-01, PNorm = 39.7406, GNorm = 4.4537, lr_0 = 7.3051e-04
Loss = 7.2707e-01, PNorm = 39.7616, GNorm = 1.6173, lr_0 = 7.2853e-04
Loss = 8.8129e-01, PNorm = 39.7871, GNorm = 4.8784, lr_0 = 7.2655e-04
Loss = 8.3998e-01, PNorm = 39.8274, GNorm = 2.0628, lr_0 = 7.2459e-04
Loss = 7.0669e-01, PNorm = 39.8584, GNorm = 1.1768, lr_0 = 7.2262e-04
Loss = 7.3601e-01, PNorm = 39.8937, GNorm = 1.8104, lr_0 = 7.2066e-04
Loss = 7.2423e-01, PNorm = 39.9192, GNorm = 1.4690, lr_0 = 7.1871e-04
Validation rmse = 0.977210
Epoch 6
Loss = 8.6329e-01, PNorm = 39.9497, GNorm = 2.8259, lr_0 = 7.1676e-04
Loss = 7.6650e-01, PNorm = 39.9860, GNorm = 1.6586, lr_0 = 7.1482e-04
Loss = 7.5452e-01, PNorm = 40.0177, GNorm = 1.3046, lr_0 = 7.1288e-04
Loss = 6.7995e-01, PNorm = 40.0455, GNorm = 1.2818, lr_0 = 7.1095e-04
Loss = 7.4416e-01, PNorm = 40.0903, GNorm = 1.6829, lr_0 = 7.0902e-04
Loss = 7.9684e-01, PNorm = 40.1384, GNorm = 2.0506, lr_0 = 7.0710e-04
Loss = 8.3709e-01, PNorm = 40.1804, GNorm = 2.2427, lr_0 = 7.0518e-04
Loss = 8.3146e-01, PNorm = 40.2137, GNorm = 2.4953, lr_0 = 7.0327e-04
Loss = 7.2611e-01, PNorm = 40.2697, GNorm = 1.2222, lr_0 = 7.0137e-04
Loss = 7.4671e-01, PNorm = 40.3084, GNorm = 2.0516, lr_0 = 6.9947e-04
Loss = 7.9849e-01, PNorm = 40.3310, GNorm = 1.9231, lr_0 = 6.9757e-04
Loss = 9.1620e-01, PNorm = 40.3752, GNorm = 1.4028, lr_0 = 6.9568e-04
Loss = 8.6296e-01, PNorm = 40.4066, GNorm = 1.6620, lr_0 = 6.9379e-04
Loss = 8.7411e-01, PNorm = 40.4448, GNorm = 2.0485, lr_0 = 6.9191e-04
Loss = 7.8866e-01, PNorm = 40.4975, GNorm = 2.2553, lr_0 = 6.9004e-04
Loss = 7.5994e-01, PNorm = 40.5376, GNorm = 1.6434, lr_0 = 6.8817e-04
Loss = 7.8030e-01, PNorm = 40.5674, GNorm = 1.0881, lr_0 = 6.8630e-04
Loss = 7.0242e-01, PNorm = 40.5941, GNorm = 1.3434, lr_0 = 6.8444e-04
Loss = 7.9512e-01, PNorm = 40.6391, GNorm = 2.1326, lr_0 = 6.8259e-04
Loss = 8.4620e-01, PNorm = 40.6735, GNorm = 1.5687, lr_0 = 6.8074e-04
Loss = 7.1482e-01, PNorm = 40.7234, GNorm = 2.2897, lr_0 = 6.7889e-04
Loss = 8.5727e-01, PNorm = 40.7644, GNorm = 1.7572, lr_0 = 6.7705e-04
Loss = 7.6797e-01, PNorm = 40.8151, GNorm = 1.9672, lr_0 = 6.7522e-04
Loss = 7.6040e-01, PNorm = 40.8324, GNorm = 1.6090, lr_0 = 6.7339e-04
Loss = 7.7726e-01, PNorm = 40.8596, GNorm = 1.8384, lr_0 = 6.7156e-04
Loss = 8.8412e-01, PNorm = 40.8867, GNorm = 2.4067, lr_0 = 6.6974e-04
Loss = 8.7062e-01, PNorm = 40.9183, GNorm = 1.8101, lr_0 = 6.6793e-04
Loss = 8.5730e-01, PNorm = 40.9588, GNorm = 1.4971, lr_0 = 6.6612e-04
Loss = 1.1140e+00, PNorm = 40.9765, GNorm = 1.9780, lr_0 = 6.6431e-04
Loss = 8.2232e-01, PNorm = 41.0125, GNorm = 2.5855, lr_0 = 6.6251e-04
Validation rmse = 0.975172
Epoch 7
Loss = 7.2924e-01, PNorm = 41.0421, GNorm = 1.6714, lr_0 = 6.6071e-04
Loss = 8.4524e-01, PNorm = 41.0797, GNorm = 1.5119, lr_0 = 6.5892e-04
